,Date,MeanTemperatureF,MeanHumidity ,PrecipitationIn ,CloudCover ,Events,zip,CloudDesc,PrecipDesc
444,11/16/2014,55,53,0.0,5,,95113,Very Cloudy,None
445,11/17/2014,53,48,0.0,3,,95113,Cloudy,None
446,11/18/2014,55,51,0.0,5,,95113,Very Cloudy,None
447,11/19/2014,59,64,0.001,5,Rain,95113,Very Cloudy,None
448,11/20/2014,55,93,0.12,6,Rain,95113,Very Cloudy,None
449,11/21/2014,55,76,0.01,6,,95113,Very Cloudy,None
450,11/22/2014,57,84,0.01,6,Rain,95113,Very Cloudy,None
451,11/23/2014,55,64,0.0,2,,95113,Little Cloudy,None
452,11/24/2014,52,62,0.0,1,,95113,Clear,None
453,11/25/2014,54,52,0.0,1,,95113,Clear,None
454,11/26/2014,56,60,0.0,1,,95113,Clear,None
455,11/27/2014,56,62,0.0,2,,95113,Little Cloudy,None
456,11/28/2014,52,63,0.0,3,,95113,Cloudy,None
457,11/29/2014,56,86,0.71,7,Rain,95113,Overcast,Medium
458,11/30/2014,57,89,0.57,5,Rain,95113,Very Cloudy,Medium
459,12/1/2014,59,84,0.02,4,Fog,95113,Cloudy,None
460,12/2/2014,58,92,1.2,7,Fog-Rain,95113,Overcast,Pouring
461,12/3/2014,60,92,1.28,7,Rain,95113,Overcast,Pouring
462,12/4/2014,61,84,0.01,5,Rain,95113,Very Cloudy,None
463,12/5/2014,60,87,0.02,7,Rain,95113,Overcast,None
464,12/6/2014,62,78,0.02,6,Rain,95113,Very Cloudy,None
465,12/7/2014,58,84,0.0,5,Fog,95113,Very Cloudy,None
466,12/8/2014,60,75,0.0,4,,95113,Cloudy,None
467,12/9/2014,58,87,0.0,6,,95113,Very Cloudy,None
468,12/10/2014,58,83,0.0,6,,95113,Very Cloudy,None
469,12/11/2014,57,80,3.23,8,Rain,95113,Overcast,Heavy
470,12/12/2014,51,86,0.2,7,Rain,95113,Overcast,Light
471,12/13/2014,50,86,0.001,4,,95113,Cloudy,None
472,12/14/2014,52,74,0.05,5,Rain,95113,Very Cloudy,None
473,12/15/2014,53,89,0.65,7,Rain,95113,Overcast,Medium
474,12/16/2014,55,76,0.55,6,Rain,95113,Very Cloudy,Medium
475,12/17/2014,52,84,0.22,6,Rain,95113,Very Cloudy,Light
476,12/18/2014,56,72,0.0,6,,95113,Very Cloudy,None
477,12/19/2014,55,86,0.19,7,Rain,95113,Overcast,None
478,12/20/2014,58,82,0.06,8,Rain,95113,Overcast,None
479,12/21/2014,59,87,0.001,7,Rain,95113,Overcast,None
480,12/22/2014,58,86,0.0,5,,95113,Very Cloudy,None
481,12/23/2014,59,76,0.02,2,Fog,95113,Little Cloudy,None
482,12/24/2014,53,83,0.04,4,Fog-Rain,95113,Cloudy,None
483,12/25/2014,51,57,0.0,0,,95113,Clear,None
484,12/26/2014,49,53,0.0,0,,95113,Clear,None
485,12/27/2014,44,59,0.0,3,,95113,Cloudy,None
486,12/28/2014,47,67,0.0,2,,95113,Little Cloudy,None
487,12/29/2014,50,72,0.0,4,,95113,Cloudy,None
488,12/30/2014,45,51,0.0,1,,95113,Clear,None
489,12/31/2014,46,29,0.0,1,,95113,Clear,None
490,1/1/2015,42,46,0.0,0,,95113,Clear,None
491,1/2/2015,42,57,0.0,1,,95113,Clear,None
492,1/3/2015,43,63,0.0,1,,95113,Clear,None
493,1/4/2015,45,68,0.0,3,,95113,Cloudy,None
494,1/5/2015,48,68,0.0,4,,95113,Cloudy,None
495,1/6/2015,51,62,0.0,1,,95113,Clear,None
496,1/7/2015,54,63,0.0,2,,95113,Little Cloudy,None
497,1/8/2015,53,72,0.0,5,,95113,Very Cloudy,None
498,1/9/2015,57,69,0.0,5,,95113,Very Cloudy,None
499,1/10/2015,54,80,0.0,4,,95113,Cloudy,None
500,1/11/2015,50,92,0.0,6,Fog,95113,Very Cloudy,None
501,1/12/2015,51,80,0.01,2,,95113,Little Cloudy,None
502,1/13/2015,54,67,0.0,3,Fog,95113,Cloudy,None
503,1/14/2015,51,66,0.0,4,,95113,Cloudy,None
504,1/15/2015,51,72,0.0,4,,95113,Cloudy,None
505,1/16/2015,53,74,0.0,5,,95113,Very Cloudy,None
506,1/17/2015,54,85,0.0,6,,95113,Very Cloudy,None
507,1/18/2015,55,86,0.0,5,,95113,Very Cloudy,None
508,1/19/2015,53,84,0.01,6,,95113,Very Cloudy,None
509,1/20/2015,51,76,0.0,4,,95113,Cloudy,None
510,1/21/2015,50,69,0.0,1,,95113,Clear,None
511,1/22/2015,47,74,0.0,2,,95113,Little Cloudy,None
512,1/23/2015,52,63,0.0,0,,95113,Clear,None
513,1/24/2015,56,59,0.0,0,,95113,Clear,None
514,1/25/2015,51,69,0.0,1,,95113,Clear,None
515,1/26/2015,52,63,0.0,4,,95113,Cloudy,None
516,1/27/2015,59,57,0.001,6,,95113,Very Cloudy,None
517,1/28/2015,56,67,0.0,3,,95113,Cloudy,None
518,1/29/2015,54,78,0.0,4,Fog,95113,Cloudy,None
519,1/30/2015,57,68,0.0,4,,95113,Cloudy,None
520,1/31/2015,57,60,0.0,0,,95113,Clear,None
521,2/1/2015,53,53,0.001,5,,95113,Very Cloudy,None
522,2/2/2015,55,64,0.001,3,,95113,Cloudy,None
523,2/3/2015,60,65,0.0,4,,95113,Cloudy,None
524,2/4/2015,59,65,0.0,4,,95113,Cloudy,None
525,2/5/2015,60,68,0.0,5,,95113,Very Cloudy,None
526,2/6/2015,61,76,1.26,6,Rain,95113,Very Cloudy,Pouring
527,2/7/2015,63,86,0.03,6,Rain,95113,Very Cloudy,None
528,2/8/2015,61,86,0.39,6,Rain,95113,Very Cloudy,Light
529,2/9/2015,59,75,0.02,4,,95113,Cloudy,None
530,2/10/2015,54,75,0.0,3,,95113,Cloudy,None
531,2/11/2015,55,69,0.0,4,,95113,Cloudy,None
532,2/12/2015,58,68,0.0,3,,95113,Cloudy,None
533,2/13/2015,62,60,0.0,2,,95113,Little Cloudy,None
534,2/14/2015,60,64,0.0,1,,95113,Clear,None
535,2/15/2015,60,58,0.0,2,,95113,Little Cloudy,None
536,2/16/2015,60,69,0.0,3,,95113,Cloudy,None
537,2/17/2015,57,83,0.0,8,,95113,Overcast,None
538,2/18/2015,59,75,0.0,5,,95113,Very Cloudy,None
539,2/19/2015,60,78,0.0,6,,95113,Very Cloudy,None
540,2/20/2015,61,69,0.0,4,,95113,Cloudy,None
541,2/21/2015,58,58,0.0,2,,95113,Little Cloudy,None
542,2/22/2015,56,55,0.0,2,,95113,Little Cloudy,None
543,2/23/2015,54,31,0.0,1,,95113,Clear,None
544,2/24/2015,51,43,0.0,1,,95113,Clear,None
545,2/25/2015,54,60,0.0,2,,95113,Little Cloudy,None
546,2/26/2015,58,63,0.0,3,,95113,Cloudy,None
547,2/27/2015,57,72,0.0,4,,95113,Cloudy,None
548,2/28/2015,52,69,0.04,5,Rain,95113,Very Cloudy,None
549,3/1/2015,52,64,0.0,1,,95113,Clear,None
550,3/2/2015,52,69,0.05,4,Rain,95113,Cloudy,None
551,3/3/2015,52,69,0.0,1,,95113,Clear,None
552,3/4/2015,55,55,0.0,1,,95113,Clear,None
553,3/5/2015,59,51,0.0,0,,95113,Clear,None
554,3/6/2015,58,54,0.0,0,,95113,Clear,None
555,3/7/2015,60,54,0.0,0,,95113,Clear,None
556,3/8/2015,60,70,0.0,4,,95113,Cloudy,None
557,3/9/2015,62,68,0.0,5,,95113,Very Cloudy,None
558,3/10/2015,62,70,0.0,6,,95113,Very Cloudy,None
559,3/11/2015,62,71,0.1,6,Rain,95113,Very Cloudy,None
560,3/12/2015,62,68,0.0,5,,95113,Very Cloudy,None
561,3/13/2015,65,60,0.001,5,,95113,Very Cloudy,None
562,3/14/2015,72,49,0.0,4,,95113,Cloudy,None
563,3/15/2015,68,47,0.0,5,,95113,Very Cloudy,None
564,3/16/2015,63,60,0.0,6,,95113,Very Cloudy,None
565,3/17/2015,61,62,0.0,4,,95113,Cloudy,None
566,3/18/2015,60,61,0.0,1,,95113,Clear,None
567,3/19/2015,64,56,0.0,2,,95113,Little Cloudy,None
568,3/20/2015,60,54,0.0,5,,95113,Very Cloudy,None
569,3/21/2015,61,58,0.0,5,,95113,Very Cloudy,None
570,3/22/2015,63,63,0.001,6,Rain,95113,Very Cloudy,None
571,3/23/2015,60,68,0.04,6,Rain,95113,Very Cloudy,None
572,3/24/2015,59,66,0.0,5,,95113,Very Cloudy,None
573,3/25/2015,62,64,0.0,2,,95113,Little Cloudy,None
574,3/26/2015,69,55,0.0,0,,95113,Clear,None
575,3/27/2015,63,74,0.0,1,,95113,Clear,None
576,3/28/2015,64,56,0.0,2,,95113,Little Cloudy,None
577,3/29/2015,63,55,0.0,1,,95113,Clear,None
578,3/30/2015,61,70,0.0,3,,95113,Cloudy,None
579,3/31/2015,59,57,0.0,1,,95113,Clear,None
580,4/1/2015,56,53,0.0,2,,95113,Little Cloudy,None
581,4/2/2015,57,47,0.0,0,,95113,Clear,None
582,4/3/2015,59,43,0.0,0,,95113,Clear,None
583,4/4/2015,54,55,0.0,2,,95113,Little Cloudy,None
584,4/5/2015,53,60,0.0,4,,95113,Cloudy,None
585,4/6/2015,53,55,0.0,4,,95113,Cloudy,None
586,4/7/2015,54,70,0.0,5,Rain,95113,Very Cloudy,None
587,4/8/2015,56,57,0.0,4,,95113,Cloudy,None
588,4/9/2015,57,55,0.0,3,,95113,Cloudy,None
589,4/10/2015,58,58,0.0,2,,95113,Little Cloudy,None
590,4/11/2015,58,62,0.0,3,,95113,Cloudy,None
591,4/12/2015,63,60,0.0,1,,95113,Clear,None
592,4/13/2015,58,65,0.001,3,,95113,Cloudy,None
593,4/14/2015,57,43,0.0,1,,95113,Clear,None
594,4/15/2015,60,47,0.0,2,,95113,Little Cloudy,None
595,4/16/2015,64,44,0.0,0,,95113,Clear,None
596,4/17/2015,65,51,0.0,0,,95113,Clear,None
597,4/18/2015,63,65,0.0,2,,95113,Little Cloudy,None
598,4/19/2015,60,70,0.0,4,,95113,Cloudy,None
599,4/20/2015,62,69,0.0,5,,95113,Very Cloudy,None
600,4/21/2015,62,65,0.0,6,,95113,Very Cloudy,None
601,4/22/2015,62,65,0.0,4,,95113,Cloudy,None
602,4/23/2015,62,65,0.0,6,,95113,Very Cloudy,None
603,4/24/2015,59,57,0.001,4,Rain,95113,Cloudy,None
604,4/25/2015,58,74,0.33,6,Rain,95113,Very Cloudy,Light
605,4/26/2015,60,55,0.0,2,,95113,Little Cloudy,None
606,4/27/2015,68,57,0.0,2,,95113,Little Cloudy,None
607,4/28/2015,62,70,0.0,5,,95113,Very Cloudy,None
608,4/29/2015,62,67,0.0,1,,95113,Clear,None
609,4/30/2015,69,49,0.0,1,,95113,Clear,None
610,5/1/2015,71,56,0.0,1,,95113,Clear,None
611,5/2/2015,63,65,0.0,2,,95113,Little Cloudy,None
612,5/3/2015,61,66,0.0,2,,95113,Little Cloudy,None
613,5/4/2015,58,66,0.0,4,,95113,Cloudy,None
614,5/5/2015,60,62,0.0,1,,95113,Clear,None
615,5/6/2015,60,62,0.0,1,,95113,Clear,None
616,5/7/2015,54,67,0.03,5,Rain,95113,Very Cloudy,None
617,5/8/2015,62,62,0.0,2,,95113,Little Cloudy,None
618,5/9/2015,61,68,0.0,5,,95113,Very Cloudy,None
619,5/10/2015,61,66,0.0,5,,95113,Very Cloudy,None
620,5/11/2015,58,68,0.0,3,,95113,Cloudy,None
621,5/12/2015,56,56,0.0,4,,95113,Cloudy,None
622,5/13/2015,58,57,0.0,4,,95113,Cloudy,None
623,5/14/2015,61,60,0.47,7,Rain,95113,Overcast,Light
624,5/15/2015,59,68,0.0,5,,95113,Very Cloudy,None
625,5/16/2015,59,66,0.0,5,,95113,Very Cloudy,None
626,5/17/2015,60,64,0.0,6,,95113,Very Cloudy,None
627,5/18/2015,60,67,0.0,7,,95113,Overcast,None
628,5/19/2015,60,69,0.001,6,,95113,Very Cloudy,None
629,5/20/2015,61,62,0.0,6,,95113,Very Cloudy,None
630,5/21/2015,62,64,0.0,7,,95113,Overcast,None
631,5/22/2015,61,72,0.001,7,,95113,Overcast,None
632,5/23/2015,62,65,0.0,5,,95113,Very Cloudy,None
633,5/24/2015,61,64,0.0,2,,95113,Little Cloudy,None
634,5/25/2015,63,68,0.0,5,,95113,Very Cloudy,None
635,5/26/2015,63,68,0.0,5,,95113,Very Cloudy,None
636,5/27/2015,65,65,0.0,5,,95113,Very Cloudy,None
637,5/28/2015,62,72,0.0,6,,95113,Very Cloudy,None
638,5/29/2015,62,72,0.0,6,,95113,Very Cloudy,None
639,5/30/2015,63,70,0.0,6,,95113,Very Cloudy,None
640,5/31/2015,63,67,0.0,6,,95113,Very Cloudy,None
641,6/1/2015,65,64,0.0,5,,95113,Very Cloudy,None
642,6/2/2015,64,68,0.0,5,,95113,Very Cloudy,None
643,6/3/2015,63,62,0.0,4,,95113,Cloudy,None
644,6/4/2015,64,64,0.0,1,,95113,Clear,None
645,6/5/2015,66,68,0.0,2,,95113,Little Cloudy,None
646,6/6/2015,67,64,0.0,2,,95113,Little Cloudy,None
647,6/7/2015,71,63,0.0,3,,95113,Cloudy,None
648,6/8/2015,76,57,0.0,1,,95113,Clear,None
649,6/9/2015,73,64,0.001,6,,95113,Very Cloudy,None
650,6/10/2015,68,77,0.1,6,Rain,95113,Very Cloudy,None
651,6/11/2015,71,77,0.0,5,,95113,Very Cloudy,None
652,6/12/2015,72,65,0.0,0,,95113,Clear,None
653,6/13/2015,72,66,0.0,0,,95113,Clear,None
654,6/14/2015,65,66,0.0,2,,95113,Little Cloudy,None
655,6/15/2015,62,72,0.0,3,,95113,Cloudy,None
656,6/16/2015,65,68,0.0,2,,95113,Little Cloudy,None
657,6/17/2015,66,64,0.0,3,,95113,Cloudy,None
658,6/18/2015,64,62,0.0,1,,95113,Clear,None
659,6/19/2015,66,58,0.0,2,,95113,Little Cloudy,None
660,6/20/2015,68,64,0.0,4,,95113,Cloudy,None
661,6/21/2015,65,69,0.0,3,,95113,Cloudy,None
662,6/22/2015,63,70,0.0,2,,95113,Little Cloudy,None
663,6/23/2015,66,62,0.0,0,,95113,Clear,None
664,6/24/2015,68,62,0.0,0,,95113,Clear,None
665,6/25/2015,74,54,0.0,0,,95113,Clear,None
666,6/26/2015,73,64,0.0,2,,95113,Little Cloudy,None
667,6/27/2015,69,62,0.0,5,,95113,Very Cloudy,None
668,6/28/2015,68,74,0.0,4,,95113,Cloudy,None
669,6/29/2015,69,67,0.0,5,,95113,Very Cloudy,None
670,6/30/2015,77,58,0.0,4,,95113,Cloudy,None
671,7/1/2015,77,61,0.001,4,,95113,Cloudy,None
672,7/2/2015,71,71,0.0,5,,95113,Very Cloudy,None
673,7/3/2015,72,71,0.001,2,,95113,Little Cloudy,None
674,7/4/2015,71,72,0.0,3,,95113,Cloudy,None
675,7/5/2015,71,66,0.0,4,,95113,Cloudy,None
676,7/6/2015,70,67,0.0,5,,95113,Very Cloudy,None
677,7/7/2015,69,69,0.0,5,,95113,Very Cloudy,None
678,7/8/2015,67,69,0.0,5,,95113,Very Cloudy,None
679,7/9/2015,68,66,0.001,7,,95113,Overcast,None
680,7/10/2015,67,68,0.001,6,,95113,Very Cloudy,None
681,7/11/2015,67,66,0.0,3,,95113,Cloudy,None
682,7/12/2015,69,60,0.0,5,,95113,Very Cloudy,None
683,7/13/2015,69,67,0.0,4,,95113,Cloudy,None
684,7/14/2015,67,69,0.0,3,,95113,Cloudy,None
685,7/15/2015,72,59,0.0,3,,95113,Cloudy,None
686,7/16/2015,72,67,0.0,1,,95113,Clear,None
687,7/17/2015,70,67,0.0,2,,95113,Little Cloudy,None
688,7/18/2015,69,65,0.0,3,,95113,Cloudy,None
689,7/19/2015,77,56,0.001,5,Rain,95113,Very Cloudy,None
690,7/20/2015,76,61,0.0,3,,95113,Cloudy,None
691,7/21/2015,69,69,0.0,3,,95113,Cloudy,None
692,7/22/2015,68,69,0.0,1,,95113,Clear,None
693,7/23/2015,65,65,0.0,3,,95113,Cloudy,None
694,7/24/2015,67,60,0.0,0,,95113,Clear,None
695,7/25/2015,67,72,0.0,2,,95113,Little Cloudy,None
696,7/26/2015,70,66,0.0,3,,95113,Cloudy,None
697,7/27/2015,72,56,0.0,0,,95113,Clear,None
698,7/28/2015,77,49,0.0,0,,95113,Clear,None
699,7/29/2015,77,51,0.0,0,,95113,Clear,None
700,7/30/2015,72,72,0.0,3,,95113,Cloudy,None
701,7/31/2015,71,69,0.001,4,Rain,95113,Cloudy,None
702,8/1/2015,71,65,0.0,2,,95113,Little Cloudy,None
703,8/2/2015,70,67,0.0,5,,95113,Very Cloudy,None
704,8/3/2015,69,62,0.0,4,,95113,Cloudy,None
705,8/4/2015,67,63,0.0,4,,95113,Cloudy,None
706,8/5/2015,69,62,0.0,4,,95113,Cloudy,None
707,8/6/2015,70,70,0.02,5,Rain,95113,Very Cloudy,None
708,8/7/2015,72,62,0.0,1,,95113,Clear,None
709,8/8/2015,69,66,0.0,3,,95113,Cloudy,None
710,8/9/2015,68,62,0.0,2,,95113,Little Cloudy,None
711,8/10/2015,70,69,0.0,3,,95113,Cloudy,None
712,8/11/2015,71,67,0.02,4,,95113,Cloudy,None
713,8/12/2015,69,63,0.0,1,,95113,Clear,None
714,8/13/2015,72,63,0.0,3,,95113,Cloudy,None
715,8/14/2015,72,66,0.0,4,,95113,Cloudy,None
716,8/15/2015,76,52,0.0,4,,95113,Cloudy,None
717,8/16/2015,82,54,0.0,4,,95113,Cloudy,None
718,8/17/2015,77,57,0.0,1,,95113,Clear,None
719,8/18/2015,70,68,0.0,2,,95113,Little Cloudy,None
720,8/19/2015,69,67,0.001,4,,95113,Cloudy,None
721,8/20/2015,69,71,0.0,4,,95113,Cloudy,None
722,8/21/2015,70,67,0.0,3,,95113,Cloudy,None
723,8/22/2015,70,66,0.0,4,,95113,Cloudy,None
724,8/23/2015,69,72,0.0,6,,95113,Very Cloudy,None
725,8/24/2015,70,67,0.0,3,,95113,Cloudy,None
726,8/25/2015,70,71,0.0,4,,95113,Cloudy,None
727,8/26/2015,73,55,0.0,3,,95113,Cloudy,None
728,8/27/2015,78,48,0.0,3,,95113,Cloudy,None
729,8/28/2015,80,60,0.0,3,,95113,Cloudy,None
730,8/29/2015,72,70,0.0,4,,95113,Cloudy,None
731,8/30/2015,70,64,0.0,3,,95113,Cloudy,None
732,8/31/2015,72,58,0.0,1,,95113,Clear,None
733,9/1/2015,71,66,0.0,1,,95113,Clear,None
734,9/2/2015,68,68,0.001,2,Rain,95113,Little Cloudy,None
735,9/3/2015,66,64,0.0,1,,95113,Clear,None
736,9/4/2015,66,60,0.0,2,,95113,Little Cloudy,None
737,9/5/2015,67,56,0.0,1,,95113,Clear,None
738,9/6/2015,69,40,0.0,2,,95113,Little Cloudy,None
739,9/7/2015,75,32,0.0,1,,95113,Clear,None
740,9/8/2015,78,29,0.0,0,,95113,Clear,None
741,9/9/2015,81,29,0.0,0,,95113,Clear,None
742,9/10/2015,81,45,0.0,2,,95113,Little Cloudy,None
743,9/11/2015,76,53,0.0,4,,95113,Cloudy,None
744,9/12/2015,69,67,0.0,5,,95113,Very Cloudy,None
745,9/13/2015,71,66,0.0,5,,95113,Very Cloudy,None
746,9/14/2015,67,73,0.0,5,,95113,Very Cloudy,None
747,9/15/2015,65,61,0.001,4,,95113,Cloudy,None
748,9/16/2015,64,61,0.0,4,,95113,Cloudy,None
749,9/17/2015,67,66,0.0,3,,95113,Cloudy,None
750,9/18/2015,68,64,0.0,0,,95113,Clear,None
751,9/19/2015,72,55,0.0,0,,95113,Clear,None
752,9/20/2015,77,39,0.0,1,,95113,Clear,None
753,9/21/2015,81,45,0.0,1,,95113,Clear,None
754,9/22/2015,67,72,0.0,1,,95113,Clear,None
755,9/23/2015,68,57,0.0,1,,95113,Clear,None
756,9/24/2015,74,48,0.0,5,,95113,Very Cloudy,None
757,9/25/2015,74,54,0.0,3,,95113,Cloudy,None
758,9/26/2015,71,62,0.0,3,,95113,Cloudy,None
759,9/27/2015,70,68,0.0,5,,95113,Very Cloudy,None
760,9/28/2015,66,74,0.0,4,,95113,Cloudy,None
761,9/29/2015,64,70,0.001,6,,95113,Very Cloudy,None
762,9/30/2015,62,81,0.01,6,Rain,95113,Very Cloudy,None
763,10/1/2015,69,74,0.03,4,Rain,95113,Cloudy,None
764,10/2/2015,68,66,0.0,0,,95113,Clear,None
765,10/3/2015,66,67,0.0,1,,95113,Clear,None
766,10/4/2015,67,60,0.0,1,,95113,Clear,None
767,10/5/2015,69,62,0.0,1,,95113,Clear,None
768,10/6/2015,68,70,0.0,1,,95113,Clear,None
769,10/7/2015,70,65,0.0,5,,95113,Very Cloudy,None
770,10/8/2015,73,58,0.0,4,,95113,Cloudy,None
771,10/9/2015,70,58,0.0,1,,95113,Clear,None
772,10/10/2015,67,80,0.0,3,Fog,95113,Cloudy,None
773,10/11/2015,69,65,0.0,0,,95113,Clear,None
774,10/12/2015,72,62,0.0,0,,95113,Clear,None
775,10/13/2015,77,45,0.0,2,,95113,Little Cloudy,None
776,10/14/2015,73,54,0.0,4,,95113,Cloudy,None
777,10/15/2015,72,69,0.001,4,,95113,Cloudy,None
778,10/16/2015,70,68,0.001,4,,95113,Cloudy,None
779,10/17/2015,67,73,0.0,6,,95113,Very Cloudy,None
780,10/18/2015,64,73,0.001,6,,95113,Very Cloudy,None
781,10/19/2015,65,74,0.001,6,Rain,95113,Very Cloudy,None
782,10/20/2015,67,61,0.0,1,,95113,Clear,None
783,10/21/2015,67,54,0.0,0,,95113,Clear,None
784,10/22/2015,65,64,0.0,1,,95113,Clear,None
785,10/23/2015,67,61,0.0,3,,95113,Cloudy,None
786,10/24/2015,66,63,0.0,4,,95113,Cloudy,None
787,10/25/2015,66,73,0.0,2,,95113,Little Cloudy,None
788,10/26/2015,67,66,0.0,5,,95113,Very Cloudy,None
789,10/27/2015,63,71,0.01,6,Rain,95113,Very Cloudy,None
790,10/28/2015,65,73,0.01,5,,95113,Very Cloudy,None
791,10/29/2015,63,62,0.0,1,,95113,Clear,None
792,10/30/2015,65,52,0.0,0,,95113,Clear,None
793,10/31/2015,69,58,0.0,2,,95113,Little Cloudy,None
794,11/1/2015,64,75,0.0,4,,95113,Cloudy,None
795,11/2/2015,58,78,1.13,7,Rain,95113,Overcast,Pouring
796,11/3/2015,55,67,0.001,2,,95113,Little Cloudy,None
797,11/4/2015,54,59,0.0,1,,95113,Clear,None
798,11/5/2015,55,51,0.001,3,,95113,Cloudy,None
799,11/6/2015,55,63,0.0,1,,95113,Clear,None
800,11/7/2015,56,61,0.0,1,,95113,Clear,None
801,11/8/2015,53,76,0.04,5,Rain,95113,Very Cloudy,None
802,11/9/2015,52,86,0.43,5,Rain-Thunderstorm,95113,Very Cloudy,Light
803,11/10/2015,51,79,0.01,3,Rain,95113,Cloudy,None
804,11/11/2015,53,68,0.0,0,,95113,Clear,None
805,11/12/2015,52,68,0.0,0,Rain,95113,Clear,None
806,11/13/2015,54,68,0.0,0,,95113,Clear,None
807,11/14/2015,54,69,0.0,0,,95113,Clear,None
808,11/15/2015,54,74,0.45,5,Rain,95113,Very Cloudy,Light
809,11/16/2015,53,50,0.0,0,,95113,Clear,None
810,11/17/2015,54,71,0.0,2,,95113,Little Cloudy,None
811,11/18/2015,55,80,0.0,3,,95113,Cloudy,None
812,11/19/2015,57,74,0.0,1,,95113,Clear,None
813,11/20/2015,60,69,0.0,2,,95113,Little Cloudy,None
814,11/21/2015,59,75,0.0,5,Fog,95113,Very Cloudy,None
815,11/22/2015,59,65,0.0,4,,95113,Cloudy,None
816,11/23/2015,53,81,0.0,3,,95113,Cloudy,None
817,11/24/2015,51,72,0.09,6,Rain,95113,Very Cloudy,None
818,11/25/2015,47,71,0.27,4,Rain,95113,Cloudy,Light
819,11/26/2015,45,60,0.0,1,,95113,Clear,None
820,11/27/2015,46,54,0.0,1,,95113,Clear,None
821,11/28/2015,45,57,0.0,0,,95113,Clear,None
822,11/29/2015,46,58,0.0,1,,95113,Clear,None
823,11/30/2015,45,66,0.001,4,Rain,95113,Cloudy,None
824,12/1/2015,49,59,0.0,3,,95113,Cloudy,None
825,12/2/2015,51,59,0.0,4,,95113,Cloudy,None
826,12/3/2015,52,74,0.11,5,Rain,95113,Very Cloudy,None
827,12/4/2015,51,74,0.0,2,,95113,Little Cloudy,None
828,12/5/2015,50,75,0.0,5,,95113,Very Cloudy,None
829,12/6/2015,60,60,0.0,5,,95113,Very Cloudy,None
830,12/7/2015,58,84,0.0,6,,95113,Very Cloudy,None
831,12/8/2015,56,84,0.0,6,,95113,Very Cloudy,None
832,12/9/2015,63,71,0.0,6,,95113,Very Cloudy,None
833,12/10/2015,57,69,0.15,7,Rain,95113,Overcast,None
834,12/11/2015,53,72,0.13,5,Rain,95113,Very Cloudy,None
835,12/12/2015,50,67,0.0,4,,95113,Cloudy,None
836,12/13/2015,51,78,0.34,7,Rain-Thunderstorm,95113,Overcast,Light
837,12/14/2015,46,64,0.0,2,,95113,Little Cloudy,None
838,12/15/2015,48,58,0.0,0,,95113,Clear,None
839,12/16/2015,50,53,0.0,1,,95113,Clear,None
840,12/17/2015,49,67,0.0,3,,95113,Cloudy,None
841,12/18/2015,51,73,0.13,5,Rain,95113,Very Cloudy,None
842,12/19/2015,49,78,0.16,6,Rain,95113,Very Cloudy,None
843,12/20/2015,46,76,0.001,5,Rain,95113,Very Cloudy,None
844,12/21/2015,56,88,0.49,8,Rain,95113,Overcast,Light
845,12/22/2015,57,84,0.27,7,Rain,95113,Overcast,Light
846,12/23/2015,51,62,0.001,2,,95113,Little Cloudy,None
847,12/24/2015,47,82,0.3,6,Rain,95113,Very Cloudy,Light
848,12/25/2015,43,77,0.0,2,,95113,Little Cloudy,None
849,12/26/2015,46,52,0.0,0,,95113,Clear,None
850,12/27/2015,40,66,0.001,5,Rain,95113,Very Cloudy,None
851,12/28/2015,44,78,0.15,5,Rain,95113,Very Cloudy,None
852,12/29/2015,44,67,0.0,1,,95113,Clear,None
853,12/30/2015,45,67,0.001,4,,95113,Cloudy,None
854,12/31/2015,46,67,0.0,2,,95113,Little Cloudy,None
855,1/1/2016,42,66,0.0,4,,95113,Cloudy,None
856,1/2/2016,48,63,0.0,5,,95113,Very Cloudy,None
857,1/3/2016,49,71,0.001,6,Rain,95113,Very Cloudy,None
858,1/4/2016,55,71,0.01,7,Rain,95113,Overcast,None
859,1/5/2016,53,85,0.97,7,Rain,95113,Overcast,Medium
860,1/6/2016,51,82,0.62,7,Rain,95113,Overcast,Medium
861,1/7/2016,50,77,0.03,4,Rain,95113,Cloudy,None
862,1/8/2016,47,77,0.001,5,,95113,Very Cloudy,None
863,1/9/2016,53,75,0.01,8,Rain,95113,Overcast,None
864,1/10/2016,52,86,0.01,7,,95113,Overcast,None
865,1/11/2016,56,72,0.001,6,,95113,Very Cloudy,None
866,1/12/2016,55,73,0.001,5,,95113,Very Cloudy,None
867,1/13/2016,54,71,0.08,6,Rain,95113,Very Cloudy,None
868,1/14/2016,50,76,0.01,6,Rain,95113,Very Cloudy,None
869,1/15/2016,58,64,0.16,5,Rain,95113,Very Cloudy,None
870,1/16/2016,58,83,0.12,6,Rain,95113,Very Cloudy,None
871,1/17/2016,59,86,0.39,7,Rain,95113,Overcast,Light
872,1/18/2016,59,80,0.58,6,Rain,95113,Very Cloudy,Medium
873,1/19/2016,60,86,0.44,7,Rain,95113,Overcast,Light
874,1/20/2016,58,76,0.0,5,,95113,Very Cloudy,None
875,1/21/2016,59,68,0.001,5,,95113,Very Cloudy,None
876,1/22/2016,60,73,0.42,7,Fog-Rain,95113,Overcast,Light
877,1/23/2016,54,76,0.06,5,Rain,95113,Very Cloudy,None
