Date,MeanTemperatureF,MeanHumidity ,PrecipitationIn ,CloudCover ,Events,zip
2/3/2014,48,70,0,2,,94041
2/4/2014,46,68,0,0,,94041
2/5/2014,47,69,0,4,,94041
2/6/2014,51,78,0.45,8,Rain,94041
2/7/2014,53,80,0.04,6,Rain,94041
2/8/2014,59,76,0.04,7,Rain,94041
2/9/2014,60,76,0.02,7,Rain,94041
2/10/2014,56,79,0,6,,94041
2/11/2014,54,77,0,4,Fog,94041
2/12/2014,54,75,0,3,,94041
2/13/2014,58,77,0,3,Fog,94041
2/14/2014,58,78,0,7,,94041
2/15/2014,55,78,0,2,,94041
2/16/2014,56,63,0.02,2,Rain,94041
2/17/2014,50,67,0,0,,94041
2/18/2014,53,69,0,0,,94041
2/19/2014,56,66,0.02,3,Rain,94041
2/20/2014,54,60,0,0,,94041
2/21/2014,55,60,0,0,,94041
2/22/2014,55,66,0,0,,94041
2/23/2014,56,70,0,3,,94041
2/24/2014,57,64,0,0,,94041
2/25/2014,56,70,0,2,,94041
2/26/2014,56,78,0.78,7,Rain,94041
2/27/2014,60,67,0.02,3,Rain,94041
2/28/2014,56,77,0.88,7,Rain,94041
8/29/2013,72,69,0,4,,95113
8/30/2013,76,65,0,2,,95113
8/31/2013,71,66,0,0,,95113
9/1/2013,72,62,0,2,,95113
9/2/2013,73,68,T,5,Rain,95113
9/3/2013,70,58,0,1,,95113
9/4/2013,69,62,0,1,,95113
9/5/2013,68,60,0,1,,95113
9/6/2013,72,54,0,0,,95113
9/7/2013,78,45,0,0,,95113
9/8/2013,74,59,0,0,,95113
9/9/2013,75,60,0,1,,95113
9/10/2013,70,65,0,2,,95113
9/11/2013,68,65,0,4,,95113
9/12/2013,69,71,0,5,,95113
9/13/2013,67,72,0,4,,95113
9/14/2013,66,72,0,4,,95113
9/15/2013,68,68,0,3,,95113
9/16/2013,71,68,0,4,,95113
9/17/2013,66,58,T,1,,95113
9/18/2013,69,54,0,0,,95113
9/19/2013,71,48,0,0,,95113
9/20/2013,66,65,0,2,,95113
9/21/2013,64,79,0.66,6,Rain,95113
9/22/2013,63,69,0,2,,95113
9/23/2013,67,63,0,0,,95113
9/24/2013,67,66,0,1,,95113
9/25/2013,63,57,0,1,,95113
9/26/2013,63,50,0,0,,95113
9/27/2013,64,50,0,0,,95113
9/28/2013,67,53,0,1,,95113
9/29/2013,66,70,0,2,,95113
9/30/2013,67,74,0,3,,95113
10/1/2013,63,58,0,3,,95113
10/2/2013,64,57,0,1,,95113
10/3/2013,62,46,0,0,,95113
10/4/2013,70,25,0,0,,95113
10/5/2013,67,31,0,0,,95113
10/6/2013,67,32,0,4,,95113
10/7/2013,68,38,0,2,,95113
10/8/2013,63,56,0,2,,95113
10/9/2013,59,66,0,2,,95113
10/10/2013,62,59,0,1,,95113
10/11/2013,58,73,0,0,,95113
10/12/2013,59,68,0,1,,95113
10/13/2013,60,64,0,1,,95113
10/14/2013,63,50,0,0,,95113
10/15/2013,63,43,0,0,,95113
10/16/2013,66,39,0,1,,95113
10/17/2013,65,39,0,0,,95113
10/18/2013,64,54,0,0,,95113
10/19/2013,64,57,0,0,,95113
10/20/2013,62,67,0,3,,95113
10/21/2013,61,74,0,3,,95113
10/22/2013,62,72,0,4,,95113
10/23/2013,60,82,0,5,,95113
10/24/2013,55,84,0,5,,95113
10/25/2013,58,69,0,5,,95113
10/26/2013,61,66,0,1,,95113
10/27/2013,57,78,0,5,,95113
10/28/2013,59,60,0,6,,95113
10/29/2013,56,71,0,4,,95113
10/30/2013,56,67,0,1,,95113
10/31/2013,58,62,0,0,,95113
11/1/2013,61,52,0,0,,95113
11/2/2013,57,62,0,2,,95113
11/3/2013,55,59,0,4,,95113
11/4/2013,54,53,0,0,,95113
11/5/2013,58,49,0,1,,95113
11/6/2013,60,44,0,4,,95113
11/7/2013,62,50,0,2,,95113
11/8/2013,58,72,0,2,,95113
11/9/2013,61,56,0,1,,95113
11/10/2013,55,76,0,3,Fog,95113
11/11/2013,59,74,0,7,,95113
11/12/2013,62,61,0,3,,95113
11/13/2013,60,63,0,3,,95113
11/14/2013,57,84,0,6,,95113
11/15/2013,55,64,0,1,,95113
11/16/2013,52,66,0,2,,95113
11/17/2013,54,73,0,3,,95113
11/18/2013,53,72,0,5,,95113
11/19/2013,57,78,0.29,7,Rain,95113
11/20/2013,58,89,0.47,7,Rain,95113
11/21/2013,56,63,0.01,5,Rain,95113
11/22/2013,58,31,0,2,,95113
11/23/2013,53,50,0,0,,95113
11/24/2013,53,62,0,0,,95113
11/25/2013,53,64,0,1,,95113
11/26/2013,53,66,0,5,,95113
11/27/2013,54,68,0,4,,95113
11/28/2013,57,62,0,2,,95113
11/29/2013,57,60,0,0,,95113
11/30/2013,53,67,0,1,,95113
12/1/2013,55,65,0,0,,95113
12/2/2013,53,77,0,4,,95113
12/3/2013,49,70,T,5,Rain,95113
12/4/2013,43,53,0,0,,95113
12/5/2013,41,50,0,0,,95113
12/6/2013,42,61,0.04,5,Rain,95113
12/7/2013,42,66,0.09,2,Rain,95113
12/8/2013,39,57,0,2,,95113
12/9/2013,38,48,0,0,,95113
12/10/2013,41,55,0,1,,95113
12/11/2013,44,53,0,0,,95113
12/12/2013,44,58,0,1,,95113
12/13/2013,47,65,0,2,,95113
12/14/2013,48,63,0,0,,95113
12/15/2013,47,64,0,3,,95113
12/16/2013,52,57,0,4,,95113
12/17/2013,53,54,0,5,,95113
12/18/2013,53,68,0,4,,95113
12/19/2013,50,66,0,3,,95113
12/20/2013,48,37,0,1,,95113
12/21/2013,48,63,0,0,,95113
12/22/2013,52,63,0,0,,95113
12/23/2013,51,62,0,0,,95113
12/24/2013,54,59,0,1,,95113
12/25/2013,52,59,0,0,,95113
12/26/2013,53,57,0,0,,95113
12/27/2013,48,67,0,4,,95113
12/28/2013,51,59,0,0,,95113
12/29/2013,52,47,0,0,,95113
12/30/2013,50,50,0,3,,95113
12/31/2013,48,72,0,4,Fog,95113
1/1/2014,49,62,0,2,,95113
1/2/2014,52,57,0,2,,95113
1/3/2014,52,53,0,3,,95113
1/4/2014,52,57,0,1,,95113
1/5/2014,51,45,0,0,,95113
1/6/2014,50,53,0,5,,95113
1/7/2014,54,58,0,4,,95113
1/8/2014,54,82,T,7,Rain,95113
1/9/2014,53,79,0.01,6,Rain,95113
1/10/2014,52,69,0,3,,95113
1/11/2014,51,78,0,4,,95113
1/12/2014,52,72,0,3,,95113
1/13/2014,56,48,0,0,,95113
1/14/2014,57,43,0,0,,95113
1/15/2014,55,37,0,0,,95113
1/16/2014,56,40,0,0,,95113
1/17/2014,54,42,0,0,,95113
1/18/2014,54,46,0,0,,95113
1/19/2014,53,43,0,1,,95113
1/20/2014,54,44,0,1,,95113
1/21/2014,53,47,0,3,,95113
1/22/2014,55,51,0,0,,95113
1/23/2014,54,52,0,0,,95113
1/24/2014,53,58,0,3,,95113
1/25/2014,58,50,0,1,,95113
1/26/2014,58,58,0,2,,95113
1/27/2014,55,74,0,7,Fog,95113
1/28/2014,58,73,0,7,,95113
1/29/2014,62,84,0.01,7,Rain,95113
1/30/2014,56,74,0.1,6,Rain,95113
1/31/2014,52,60,0,3,,95113
2/1/2014,49,52,0,1,,95113
2/2/2014,48,80,0.08,5,Rain,95113
2/3/2014,48,68,0,3,,95113
2/4/2014,46,68,0,4,,95113
2/5/2014,47,64,0.01,6,Rain,95113
2/6/2014,50,86,0.61,7,Rain,95113
2/7/2014,51,92,0.14,7,Rain,95113
2/8/2014,57,79,0.02,7,Rain,95113
2/9/2014,60,80,0.05,8,,95113
2/10/2014,57,86,0.01,7,,95113
2/11/2014,56,80,0,7,,95113
2/12/2014,56,78,0,7,,95113
2/13/2014,59,80,0,5,Fog,95113
2/14/2014,58,82,T,7,,95113
2/15/2014,56,80,0.02,6,Rain,95113
2/16/2014,55,67,0.04,5,Rain,95113
2/17/2014,50,64,0,3,,95113
2/18/2014,54,64,0,5,,95113
2/19/2014,56,72,0.01,4,Rain,95113
2/20/2014,55,59,0,3,,95113
2/21/2014,57,54,0,1,,95113
2/22/2014,57,60,0,2,,95113
2/23/2014,57,64,0,3,,95113
2/24/2014,59,61,0,1,,95113
2/25/2014,55,76,0,4,,95113
2/26/2014,57,83,0.68,7,Rain,95113
2/27/2014,59,66,0.01,6,Rain,95113
2/28/2014,57,78,0.97,7,Rain,95113
3/1/2014,62,63,0.03,7,Rain,94107
3/2/2014,57,75,0.02,6,Rain,94107
3/3/2014,56,77,0.1,7,Rain,94107
3/4/2014,61,77,T,7,Rain,94107
3/5/2014,60,73,0.26,8,Rain,94107
3/6/2014,58,80,0.01,6,Rain,94107
3/7/2014,57,67,0,2,,94107
3/8/2014,59,63,0,5,Fog,94107
3/9/2014,63,69,T,7,Rain,94107
3/10/2014,62,66,T,5,Rain,94107
3/11/2014,61,40,0,1,,94107
3/12/2014,66,26,0,0,,94107
3/13/2014,58,58,0,1,,94107
3/14/2014,60,68,0,4,,94107
3/15/2014,62,63,0,0,Fog,94107
3/16/2014,60,68,0,3,Fog,94107
3/17/2014,59,60,T,3,,94107
3/18/2014,57,55,0,1,,94107
3/19/2014,59,52,0,2,,94107
3/20/2014,60,61,0,5,,94107
3/21/2014,56,69,0,3,,94107
3/22/2014,58,64,0,3,,94107
3/23/2014,57,68,0,3,,94107
3/24/2014,59,58,0,1,,94107
3/25/2014,54,75,0.15,5,Rain,94107
3/26/2014,58,77,0.63,7,Rain,94107
3/27/2014,61,61,T,6,,94107
3/28/2014,63,63,0.01,6,Rain,94107
3/29/2014,57,79,0.87,8,Rain,94107
3/30/2014,56,64,0,4,,94107
3/31/2014,53,76,0.57,6,Rain,94107
4/1/2014,52,72,0.69,7,Rain,94107
4/2/2014,53,68,T,4,Rain,94107
4/3/2014,54,69,0,5,,94107
4/4/2014,56,71,0.32,6,Rain,94107
4/5/2014,56,71,0,2,,94107
4/6/2014,61,71,0,2,,94107
4/7/2014,65,62,0,0,,94107
4/8/2014,67,70,0,3,,94107
4/9/2014,59,75,0,4,,94107
4/10/2014,63,71,0,5,,94107
4/11/2014,58,75,0,7,,94107
4/12/2014,59,69,0,5,,94107
4/13/2014,61,69,0,4,,94107
4/14/2014,59,73,0,5,,94107
4/15/2014,59,70,0,4,,94107
4/16/2014,62,64,0,2,,94107
4/17/2014,58,75,0,2,,94107
4/18/2014,58,70,0,3,,94107
4/19/2014,59,69,0,5,,94107
4/20/2014,63,60,0,3,,94107
4/21/2014,59,63,0,5,,94107
4/22/2014,59,60,T,5,Rain,94107
4/23/2014,56,56,0,3,,94107
4/24/2014,59,71,0.02,5,Rain,94107
4/25/2014,55,74,0.57,8,Rain,94107
4/26/2014,53,63,0,4,,94107
4/27/2014,58,57,T,5,Rain,94107
4/28/2014,59,67,0,1,,94107
4/29/2014,67,52,0,2,,94107
4/30/2014,73,53,0,2,,94107
5/1/2014,71,45,0,2,,94107
5/2/2014,63,71,0,5,Fog,94107
5/3/2014,61,69,0,6,,94107
5/4/2014,63,66,0,5,,94107
5/5/2014,61,64,0,4,,94107
5/6/2014,61,58,0,1,,94107
5/7/2014,58,64,0,4,,94107
5/8/2014,60,73,T,7,Rain,94107
5/9/2014,62,64,T,5,,94107
5/10/2014,61,53,0,2,,94107
5/11/2014,65,45,0,1,,94107
5/12/2014,66,50,0,2,,94107
5/13/2014,74,43,0,1,,94107
5/14/2014,75,43,0,2,,94107
5/15/2014,70,47,0,3,,94107
5/16/2014,63,65,0,5,,94107
5/17/2014,61,71,0,6,,94107
5/18/2014,63,64,0,3,,94107
5/19/2014,62,65,0,5,,94107
5/20/2014,63,64,0,5,,94107
5/21/2014,63,68,0,5,,94107
5/22/2014,62,72,0,6,,94107
5/23/2014,61,72,0,6,,94107
5/24/2014,61,71,0,3,,94107
5/25/2014,65,61,0,1,,94107
5/26/2014,62,71,T,0,,94107
5/27/2014,61,64,0,1,,94107
5/28/2014,62,57,0,0,,94107
5/29/2014,64,55,0,1,,94107
5/30/2014,59,70,0,6,,94107
5/31/2014,61,71,T,4,,94107
6/1/2014,62,71,0,3,,94107
6/2/2014,60,73,0,6,,94107
6/3/2014,60,68,0,4,,94107
6/4/2014,61,71,0,4,,94107
6/5/2014,60,74,0,3,,94107
6/6/2014,61,74,0,3,,94107
6/7/2014,63,71,0,3,,94107
6/8/2014,70,61,0,0,,94107
6/9/2014,68,67,0,1,,94107
6/10/2014,63,73,0,4,,94107
6/11/2014,64,66,0,5,,94107
6/12/2014,61,68,0,5,,94107
6/13/2014,64,65,0,2,,94107
6/14/2014,67,63,0,2,,94107
6/15/2014,61,66,0,5,,94107
6/16/2014,61,70,0,5,,94107
6/17/2014,62,56,0,1,,94107
6/18/2014,68,53,0,0,,94107
6/19/2014,61,70,0,2,,94107
6/20/2014,64,66,0,4,,94107
6/21/2014,59,70,0,5,,94107
6/22/2014,60,67,0,4,,94107
6/23/2014,63,67,0,5,,94107
6/24/2014,62,71,0,3,,94107
6/25/2014,63,79,T,7,,94107
6/26/2014,65,74,T,5,Rain,94107
6/27/2014,64,76,0,5,,94107
6/28/2014,65,72,0,3,,94107
6/29/2014,67,62,0,0,,94107
6/30/2014,70,63,0,3,,94107
7/1/2014,64,73,0,5,,94107
7/2/2014,64,72,0,6,,94107
7/3/2014,62,71,0,3,,94107
7/4/2014,61,76,0,4,,94107
7/5/2014,63,73,0,3,,94107
7/6/2014,62,73,0,3,,94107
7/7/2014,62,76,0,7,,94107
7/8/2014,63,78,0,5,,94107
7/9/2014,64,77,0,4,,94107
7/10/2014,67,71,0,4,,94107
7/11/2014,67,69,0,5,,94107
7/12/2014,64,69,T,5,,94107
7/13/2014,65,74,T,6,,94107
7/14/2014,67,70,0,3,,94107
7/15/2014,68,73,0,6,,94107
7/16/2014,68,74,0,6,,94107
7/17/2014,68,68,0,4,,94107
7/18/2014,67,73,0,6,,94107
7/19/2014,67,71,0,6,,94107
7/20/2014,68,73,0,6,,94107
7/21/2014,69,68,0,5,,94107
7/22/2014,70,64,0.01,5,Rain,94107
7/23/2014,70,68,0,4,,94107
7/24/2014,73,63,0,2,,94107
7/25/2014,75,53,0,0,,94107
7/26/2014,69,66,0,2,,94107
7/27/2014,70,67,0,4,,94107
7/28/2014,67,71,0,6,,94107
7/29/2014,68,67,0,2,,94107
7/30/2014,66,71,0,4,,94107
7/31/2014,65,72,0,5,,94107
8/1/2014,65,74,0,3,,94107
8/2/2014,64,76,0,6,,94107
8/3/2014,65,72,0,7,,94107
8/4/2014,67,71,0,7,,94107
8/5/2014,68,71,T,7,,94107
8/6/2014,69,71,T,6,Rain,94107
8/7/2014,65,73,0,5,,94107
8/8/2014,66,69,0,3,,94107
8/9/2014,63,74,T,6,,94107
8/10/2014,67,71,T,6,,94107
8/11/2014,67,69,0,4,,94107
8/12/2014,68,66,0,6,,94107
8/13/2014,68,69,0,5,,94107
8/14/2014,66,71,0,5,,94107
8/15/2014,66,70,0,4,,94107
8/16/2014,67,73,0,4,,94107
8/17/2014,65,73,0,5,,94107
8/18/2014,64,76,T,7,,94107
8/19/2014,67,71,T,5,Rain,94107
8/20/2014,68,71,0,5,,94107
8/21/2014,68,71,0,4,,94107
8/22/2014,69,74,0,5,,94107
8/23/2014,68,64,0,3,,94107
8/24/2014,67,69,0,4,,94107
8/25/2014,68,63,0,5,,94107
8/26/2014,69,64,0,2,,94107
8/27/2014,68,69,0,1,,94107
8/28/2014,68,74,0,4,,94107
8/29/2014,67,75,T,7,,94107
8/30/2014,68,71,0,3,Fog,94107
8/31/2014,69,69,0,3,,94107
3/1/2014,58,85,0.01,7,Rain,94063
3/2/2014,55,87,0,5,Rain,94063
3/3/2014,54,87,0,6,Rain,94063
3/4/2014,60,86,0,6,,94063
3/5/2014,63,85,0.02,7,Rain,94063
3/6/2014,58,86,0,6,Rain,94063
3/7/2014,58,76,0,1,,94063
3/8/2014,60,75,0,2,,94063
3/9/2014,64,65,0,3,,94063
3/10/2014,60,70,0,4,,94063
3/11/2014,59,51,0,0,,94063
3/12/2014,63,39,0,0,,94063
3/13/2014,64,47,0,0,,94063
3/14/2014,58,72,0,1,,94063
3/15/2014,62,71,0,0,,94063
3/16/2014,62,70,0,1,,94063
3/17/2014,60,66,0,2,,94063
3/18/2014,57,58,0,1,,94063
3/19/2014,58,52,0,1,,94063
3/20/2014,61,57,0,2,,94063
3/21/2014,55,71,0,1,,94063
3/22/2014,56,73,0,4,,94063
3/23/2014,57,75,0,3,,94063
3/24/2014,62,67,0,0,,94063
3/25/2014,53,66,0,3,Rain,94063
3/26/2014,55,79,0,5,Rain,94063
3/27/2014,58,71,0.03,7,Rain,94063
3/28/2014,60,71,0,4,,94063
3/29/2014,55,82,0,6,Rain,94063
3/30/2014,54,78,0,2,,94063
3/31/2014,50,84,0,4,Rain,94063
4/1/2014,50,86,0,5,Rain,94063
4/2/2014,52,76,0.02,4,Rain,94063
4/3/2014,53,75,0,3,,94063
4/4/2014,54,79,0.04,6,Rain,94063
4/5/2014,56,75,0,2,,94063
4/6/2014,62,69,0,0,,94063
4/7/2014,66,62,0,0,,94063
4/8/2014,70,68,0,1,,94063
4/9/2014,60,77,0,2,,94063
4/10/2014,62,82,0,3,,94063
4/11/2014,60,80,0,4,,94063
4/12/2014,58,73,0,4,,94063
4/13/2014,61,73,0,4,,94063
4/14/2014,60,77,0,3,,94063
4/15/2014,60,72,0,2,,94063
4/16/2014,64,66,0,2,,94063
4/17/2014,60,70,0,1,,94063
4/18/2014,58,69,0,1,,94063
4/19/2014,58,71,0,2,,94063
4/20/2014,66,63,0,0,,94063
4/21/2014,58,61,0,4,,94063
4/22/2014,55,66,0,4,Rain,94063
4/23/2014,57,64,0,1,,94063
4/24/2014,60,78,0,4,Rain,94063
4/25/2014,54,79,0,8,Rain,94063
4/26/2014,54,69,0,3,,94063
4/27/2014,58,67,0,5,,94063
4/28/2014,60,59,0,0,,94063
4/29/2014,70,50,0,1,,94063
4/30/2014,74,47,0,2,,94063
5/1/2014,72,43,0,1,,94063
5/2/2014,67,55,0,2,,94063
5/3/2014,60,73,0,2,,94063
5/4/2014,60,72,0,3,,94063
5/5/2014,60,69,0,2,,94063
5/6/2014,58,64,0,1,,94063
5/7/2014,56,73,0,5,,94063
5/8/2014,60,75,0,6,,94063
5/9/2014,60,75,0,5,,94063
5/10/2014,58,64,0,0,,94063
5/11/2014,64,49,0,0,,94063
5/12/2014,68,41,0,1,,94063
5/13/2014,75,33,0,0,,94063
5/14/2014,76,31,0,1,,94063
5/15/2014,74,31,0,1,,94063
5/16/2014,68,60,0,1,,94063
5/17/2014,60,72,0,3,,94063
5/18/2014,62,66,0,2,,94063
5/19/2014,60,71,0,3,Rain,94063
5/20/2014,60,74,0,5,,94063
5/21/2014,64,75,0,3,,94063
5/22/2014,63,76,0,4,,94063
5/23/2014,64,73,0,5,,94063
5/24/2014,63,68,0,1,,94063
5/25/2014,68,62,0,0,,94063
5/26/2014,68,59,0,0,,94063
5/27/2014,62,57,0,0,,94063
5/28/2014,64,47,0,0,,94063
5/29/2014,66,48,0,0,,94063
5/30/2014,58,71,0,2,,94063
5/31/2014,62,74,0,4,,94063
6/1/2014,64,72,0,2,,94063
6/2/2014,60,74,0,4,,94063
6/3/2014,60,74,0,3,,94063
6/4/2014,66,77,0,3,,94063
6/5/2014,64,76,0,2,,94063
6/6/2014,63,77,0,4,,94063
6/7/2014,64,78,0,4,,94063
6/8/2014,76,68,0,1,,94063
6/9/2014,74,68,0,0,,94063
6/10/2014,67,76,0,2,,94063
6/11/2014,65,73,0,1,,94063
6/12/2014,60,73,0,2,,94063
6/13/2014,66,65,0,0,,94063
6/14/2014,68,64,0,1,,94063
6/15/2014,62,70,0,4,,94063
6/16/2014,58,72,0,4,,94063
6/17/2014,62,56,0,0,,94063
6/18/2014,70,47,0,0,,94063
6/19/2014,64,64,0,1,,94063
6/20/2014,68,64,0,1,,94063
6/21/2014,62,64,0,2,,94063
6/22/2014,60,75,0,2,,94063
6/23/2014,64,68,0,1,,94063
6/24/2014,65,66,0,0,,94063
6/25/2014,62,80,0,3,,94063
6/26/2014,66,78,0,5,,94063
6/27/2014,67,77,0,1,,94063
6/28/2014,67,71,0,2,,94063
6/29/2014,72,60,0,0,,94063
6/30/2014,76,61,0,1,,94063
7/1/2014,67,75,0,3,,94063
7/2/2014,65,75,0,4,,94063
7/3/2014,67,69,0,0,,94063
7/4/2014,66,75,0,2,,94063
7/5/2014,68,76,0,3,,94063
7/6/2014,64,75,0,1,,94063
7/7/2014,68,75,0,2,,94063
7/8/2014,66,76,0,2,,94063
7/9/2014,67,77,0,4,,94063
7/10/2014,68,73,0,3,,94063
7/11/2014,66,73,0,2,,94063
7/12/2014,66,77,0,4,,94063
7/13/2014,67,77,0,5,,94063
7/14/2014,70,73,0,1,,94063
7/15/2014,70,74,0,2,,94063
7/16/2014,70,72,0,3,Rain,94063
7/17/2014,68,71,0,1,Rain,94063
7/18/2014,66,73,0,3,,94063
7/19/2014,68,73,0,5,,94063
7/20/2014,70,74,0,5,,94063
7/21/2014,70,70,0,2,,94063
7/22/2014,68,71,0,3,,94063
7/23/2014,70,73,0,3,,94063
7/24/2014,74,63,0,0,,94063
7/25/2014,78,60,0,0,,94063
7/26/2014,73,67,0,1,,94063
7/27/2014,71,71,0,1,,94063
7/28/2014,70,74,0,4,,94063
7/29/2014,69,74,0,1,,94063
7/30/2014,67,77,0,2,,94063
7/31/2014,66,82,0,3,,94063
8/1/2014,68,78,0,1,,94063
8/2/2014,67,81,0,4,,94063
8/3/2014,65,77,0,6,,94063
8/4/2014,65,77,0,6,,94063
8/5/2014,68,75,0,5,,94063
8/6/2014,72,74,0,4,Rain,94063
8/7/2014,68,74,0,4,,94063
8/8/2014,68,70,0,2,,94063
8/9/2014,65,73,0,3,,94063
8/10/2014,66,77,0,3,,94063
8/11/2014,68,73,0,4,,94063
8/12/2014,67,72,0,3,,94063
8/13/2014,68,74,0,3,,94063
8/14/2014,70,77,0,3,,94063
8/15/2014,69,77,0,3,,94063
8/16/2014,68,78,0,4,,94063
8/17/2014,70,79,0,3,,94063
8/18/2014,65,79,0,5,,94063
8/19/2014,67,77,0,5,,94063
8/20/2014,68,73,0,4,,94063
8/21/2014,68,74,0,3,,94063
8/22/2014,68,75,0,3,,94063
8/23/2014,66,73,0,3,,94063
8/24/2014,68,72,0,4,,94063
8/25/2014,68,71,0,3,,94063
8/26/2014,67,70,0,2,,94063
8/27/2014,71,71,0,0,,94063
8/28/2014,68,77,0,2,,94063
8/29/2014,68,77,0,5,,94063
8/30/2014,72,71,0,1,,94063
8/31/2014,70,68,0,0,,94063
3/1/2014,62,70,0,6,Rain,94301
3/2/2014,60,74,0,7,Rain,94301
3/3/2014,56,81,0,7,Rain,94301
3/4/2014,60,83,0,6,,94301
3/5/2014,63,,0,8,,94301
3/6/2014,60,75,0,4,,94301
3/7/2014,56,64,0,2,,94301
3/8/2014,60,64,0,5,,94301
3/9/2014,65,65,0,6,,94301
3/10/2014,63,62,0,4,Rain,94301
3/11/2014,63,37,0,0,,94301
3/12/2014,67,37,0,0,,94301
3/13/2014,62,50,0,0,,94301
3/14/2014,58,72,0,2,,94301
3/15/2014,63,93,0,0,,94301
3/16/2014,60,66,0,1,,94301
3/17/2014,62,58,0,3,,94301
3/18/2014,60,37,0,0,,94301
3/19/2014,58,47,0,3,,94301
3/20/2014,60,64,0,5,,94301
3/21/2014,60,68,0,1,,94301
3/22/2014,57,64,0,0,,94301
3/23/2014,60,70,0,3,,94301
3/24/2014,58,67,0,0,,94301
3/25/2014,56,71,0,6,Rain,94301
3/26/2014,58,74,0,7,Rain,94301
3/27/2014,60,63,0,7,,94301
3/28/2014,60,63,0,6,,94301
3/29/2014,60,86,0,8,Rain,94301
3/30/2014,56,64,0,5,,94301
3/31/2014,52,79,0,7,Rain,94301
4/1/2014,52,76,0,7,Rain,94301
4/2/2014,54,64,0,3,,94301
4/3/2014,54,68,0,6,,94301
4/4/2014,56,77,0,6,Rain,94301
4/5/2014,58,65,0,2,,94301
4/6/2014,61,63,0,0,,94301
4/7/2014,66,56,0,0,,94301
4/8/2014,68,66,0,4,,94301
4/9/2014,60,76,0,3,,94301
4/10/2014,64,71,0,4,,94301
4/11/2014,60,77,0,7,,94301
4/12/2014,60,66,0,2,,94301
4/13/2014,63,67,0,2,,94301
4/14/2014,62,73,0,4,,94301
4/15/2014,62,69,0,2,,94301
4/16/2014,62,62,0,1,,94301
4/17/2014,61,62,0,3,,94301
4/18/2014,62,63,0,3,,94301
4/19/2014,58,67,0,2,,94301
4/20/2014,66,60,0,0,,94301
4/21/2014,63,62,0,7,,94301
4/22/2014,58,49,0,3,,94301
4/23/2014,58,53,0,2,,94301
4/24/2014,60,68,0,5,,94301
4/25/2014,55,80,0,7,Rain,94301
4/26/2014,55,54,0,5,,94301
4/27/2014,62,59,0,4,,94301
4/28/2014,60,54,0,0,,94301
4/29/2014,74,33,0,0,,94301
4/30/2014,79,41,0,2,,94301
5/1/2014,72,43,0,4,,94301
5/2/2014,66,59,0,4,,94301
5/3/2014,63,62,0,5,,94301
5/4/2014,62,62,0,6,,94301
5/5/2014,60,60,0,5,,94301
5/6/2014,64,51,0,2,,94301
5/7/2014,59,62,0,3,,94301
5/8/2014,62,65,0,6,,94301
5/9/2014,64,56,0,3,,94301
5/10/2014,61,52,0,1,,94301
5/11/2014,64,32,0,0,,94301
5/12/2014,68,43,0,0,,94301
5/13/2014,75,35,0,0,,94301
5/14/2014,74,38,0,0,,94301
5/15/2014,72,36,0,4,,94301
5/16/2014,65,59,0,4,,94301
5/17/2014,65,56,0,5,,94301
5/18/2014,66,61,0,4,,94301
5/19/2014,64,58,0,6,,94301
5/20/2014,66,60,0,4,,94301
5/21/2014,65,64,0,1,,94301
5/22/2014,68,68,0,3,,94301
5/23/2014,63,74,0,5,,94301
5/24/2014,64,71,0,1,,94301
5/25/2014,68,54,0,1,,94301
5/26/2014,70,57,0,0,,94301
5/27/2014,64,51,0,0,,94301
5/28/2014,68,35,0,0,,94301
5/29/2014,68,51,0,0,,94301
5/30/2014,59,66,0,1,,94301
5/31/2014,63,65,0,1,,94301
6/1/2014,67,65,0,1,,94301
6/2/2014,63,63,0,2,,94301
6/3/2014,63,66,0,1,,94301
6/4/2014,66,69,0,2,,94301
6/5/2014,65,71,0,2,,94301
6/6/2014,66,,0,1,,94301
6/7/2014,67,31,0,2,,94301
6/8/2014,72,60,0,0,,94301
6/9/2014,71,66,0,0,,94301
6/10/2014,66,76,0,2,,94301
6/11/2014,68,63,0,0,,94301
6/12/2014,75,58,0,1,,94301
6/13/2014,66,53,0,0,,94301
6/14/2014,70,56,0,3,,94301
6/15/2014,66,58,0,4,,94301
6/16/2014,62,57,0,2,,94301
6/17/2014,66,47,0,0,,94301
6/18/2014,72,47,0,0,,94301
6/19/2014,65,65,0,1,,94301
6/20/2014,70,57,0,4,,94301
6/21/2014,63,66,0,5,,94301
6/22/2014,65,65,0,0,,94301
6/23/2014,66,64,0,1,,94301
6/24/2014,70,56,0,1,,94301
6/25/2014,66,71,0,5,,94301
6/26/2014,68,65,0,3,,94301
6/27/2014,70,70,0,2,,94301
6/28/2014,68,59,0,1,,94301
6/29/2014,71,64,0,0,,94301
6/30/2014,74,62,0,4,,94301
7/1/2014,70,72,0,2,,94301
7/2/2014,70,64,0,2,,94301
7/3/2014,66,69,0,0,,94301
7/4/2014,66,74,0,1,,94301
7/5/2014,68,70,0,1,,94301
7/6/2014,68,69,0,2,,94301
7/7/2014,68,74,0,6,,94301
7/8/2014,67,71,0,2,,94301
7/9/2014,70,69,0,1,,94301
7/10/2014,69,67,0,1,,94301
7/11/2014,68,66,0,3,,94301
7/12/2014,66,70,0,2,,94301
7/13/2014,67,75,0,5,,94301
