PDT,Mean TemperatureF, Mean Humidity,PrecipitationIn, CloudCover, Events,ZIP
7/26/2016,72,71,0,6,,94063
7/27/2016,70,69,0,2,,94063
7/28/2016,66,79,0,1,,94063
7/29/2016,66,78,0,1,,94063
7/30/2016,66,80,0,2,,94063
7/31/2016,66,78,0,4,,94063
8/1/2016,66,75,0,4,,94063
8/2/2016,65,80,0,4,,94063
8/3/2016,66,77,0,2,,94063
8/4/2016,62,79,0,3,,94063
8/5/2016,62,78,0,5,,94063
8/6/2016,64,76,0,5,,94063
8/7/2016,64,71,0,1,,94063
8/8/2016,66,77,0,2,,94063
8/9/2016,66,74,0,1,,94063
8/10/2016,65,78,0,3,,94063
8/11/2016,66,81,0,4,,94063
8/12/2016,66,83,0,3,,94063
8/13/2016,68,80,0,1,,94063
8/14/2016,65,80,0,0,,94063
8/15/2016,64,82,0,4,,94063
8/16/2016,64,81,0,4,,94063
8/17/2016,66,81,0,3,,94063
8/18/2016,67,80,0,4,,94063
8/19/2016,66,78,0,5,,94063
8/20/2016,65,83,0,4,,94063
8/21/2016,66,80,0,5,,94063
8/22/2016,66,78,0,5,,94063
8/23/2016,66,79,0,4,,94063
8/24/2016,64,82,0,4,,94063
8/25/2016,64,83,0,5,,94063
8/26/2016,66,75,0,5,,94063
8/27/2016,66,72,0,5,,94063
8/28/2016,66,75,0,4,,94063
8/29/2016,65,75,0,5,,94063
8/30/2016,70,73,0,1,,94063
8/31/2016,66,74,0,0,,94063
9/1/2015,66,68,0,1,,94301
9/2/2015,67,64,0,3,,94301
9/3/2015,67,57,0,1,,94301
9/4/2015,65,51,0,0,,94301
9/5/2015,75,37,0,1,,94301
9/6/2015,68,47,0,2,,94301
9/7/2015,72,44,0,0,,94301
9/8/2015,76,39,0,0,,94301
9/9/2015,78,44,0,0,,94301
9/10/2015,74,62,0,3,,94301
9/11/2015,73,64,0,4,,94301
9/12/2015,68,73,0,8,,94301
9/13/2015,71,72,0,6,,94301
9/14/2015,68,69,0,6,,94301
9/15/2015,66,58,0,4,,94301
9/16/2015,64,55,0,5,,94301
9/17/2015,66,69,0,3,,94301
9/18/2015,68,66,0,0,,94301
9/19/2015,68,63,0,0,,94301
9/20/2015,75,52,0,0,,94301
9/21/2015,78,51,0,0,,94301
9/22/2015,65,70,0,1,,94301
9/23/2015,65,63,0,1,,94301
9/24/2015,72,58,0,4,,94301
9/25/2015,68,53,0,3,,94301
9/26/2015,67,71,0,3,,94301
9/27/2015,65,76,0,6,,94301
9/28/2015,66,76,0,5,,94301
9/29/2015,64,73,0,6,,94301
9/30/2015,62,83,0,8,,94301
10/1/2015,68,78,0,4,Rain,94301
10/2/2015,65,73,0,0,,94301
10/3/2015,64,67,0,1,,94301
10/4/2015,62,68,0,0,,94301
10/5/2015,68,62,0,0,,94301
10/6/2015,65,71,0,1,,94301
10/7/2015,70,74,0,5,,94301
10/8/2015,70,68,0,5,,94301
10/9/2015,66,69,0,0,,94301
10/10/2015,68,79,0,2,Fog,94301
10/11/2015,66,73,0,0,,94301
10/12/2015,70,70,0,0,,94301
10/13/2015,72,61,0,0,,94301
10/14/2015,69,69,0,4,,94301
10/15/2015,68,78,0,6,,94301
10/16/2015,68,78,0,5,,94301
10/17/2015,66,74,0,6,,94301
10/18/2015,64,69,0,5,,94301
10/19/2015,66,72,0,4,,94301
10/20/2015,66,60,0,0,,94301
10/21/2015,68,55,0,0,,94301
10/22/2015,63,74,0,1,,94301
10/23/2015,61,73,0,6,,94301
10/24/2015,66,77,0,6,Fog,94301
10/25/2015,66,68,0,2,,94301
10/26/2015,63,81,0,2,Fog,94301
10/27/2015,63,69,0,8,Rain,94301
10/28/2015,63,78,0,4,,94301
10/29/2015,62,64,0,0,,94301
10/30/2015,60,72,0,0,,94301
10/31/2015,64,78,0,0,,94301
11/1/2015,63,79,0,4,,94301
11/2/2015,60,76,0,6,Rain,94301
11/3/2015,56,60,0,0,,94301
11/4/2015,60,43,0,0,,94301
11/5/2015,54,65,0,3,,94301
11/6/2015,54,58,0,0,,94301
11/7/2015,54,70,0,1,,94301
11/8/2015,55,76,0,6,,94301
11/9/2015,52,84,0,5,Rain-Thunderstorm,94301
11/10/2015,50,70,0,2,,94301
11/11/2015,50,70,0,0,,94301
11/12/2015,52,67,0,0,,94301
11/13/2015,54,38,0,0,,94301
11/14/2015,50,53,0,0,,94301
11/15/2015,56,64,0,3,,94301
11/16/2015,55,49,0,0,,94301
11/17/2015,52,76,0,1,,94301
11/18/2015,55,80,0,2,,94301
11/19/2015,54,78,0,1,Fog,94301
11/20/2015,58,76,0,2,,94301
11/21/2015,58,69,0,2,,94301
11/22/2015,54,75,0,4,,94301
11/23/2015,53,81,0,3,,94301
11/24/2015,55,79,0,7,Rain,94301
11/25/2015,50,63,0,2,,94301
11/26/2015,56,38,0,0,,94301
11/27/2015,54,38,0,1,,94301
11/28/2015,50,46,0,0,,94301
11/29/2015,44,62,0,0,,94301
11/30/2015,45,65,0,6,Rain,94301
12/1/2015,48,66,0,2,,94301
12/2/2015,52,65,0,6,,94301
12/3/2015,53,81,0,6,Rain,94301
12/4/2015,51,83,0,2,,94301
12/5/2015,46,84,0,6,Fog,94301
12/6/2015,60,74,0,6,,94301
12/7/2015,56,93,0,6,Fog,94301
12/8/2015,58,85,0,7,,94301
12/9/2015,60,84,0,6,,94301
12/10/2015,58,76,0,6,Rain,94301
12/11/2015,54,72,0,3,,94301
12/12/2015,50,73,0,4,,94301
12/13/2015,52,80,0,6,Rain,94301
12/14/2015,47,63,0,2,,94301
12/15/2015,48,55,0,0,,94301
12/16/2015,47,64,0,0,,94301
12/17/2015,48,80,0,3,,94301
12/18/2015,51,81,0,5,,94301
12/19/2015,52,79,0,3,Rain,94301
12/20/2015,47,84,0,7,Rain,94301
12/21/2015,58,93,0,7,Rain,94301
12/22/2015,58,85,0,6,Rain,94301
12/23/2015,54,62,0,2,,94301
12/24/2015,48,82,0,5,Rain,94301
12/25/2015,45,81,0,2,,94301
12/26/2015,44,56,0,0,,94301
12/27/2015,38,74,0,5,Rain,94301
12/28/2015,46,81,0,4,,94301
12/29/2015,48,68,0,0,,94301
12/30/2015,42,85,0,5,,94301
12/31/2015,48,62,0,0,,94301
1/1/2016,46,50,0,3,,94301
1/2/2016,46,64,0,6,,94301
1/3/2016,48,71,0,6,Rain,94301
1/4/2016,54,87,0,6,Rain,94301
1/5/2016,52,90,0,5,Rain,94301
1/6/2016,54,86,0,6,Rain,94301
1/7/2016,52,80,0,3,,94301
1/8/2016,50,81,0,6,,94301
1/9/2016,55,79,0,7,,94301
1/10/2016,54,85,0,6,,94301
1/11/2016,55,84,0,6,,94301
1/12/2016,53,78,0,4,Fog,94301
1/13/2016,57,72,0,5,,94301
1/14/2016,50,79,0,7,,94301
1/15/2016,54,80,0,3,,94301
1/16/2016,60,87,0,7,,94301
1/17/2016,58,91,0,8,Rain,94301
1/18/2016,58,89,0,4,Fog,94301
1/19/2016,58,90,0,6,Rain,94301
1/20/2016,55,90,0,6,,94301
1/21/2016,58,77,0,7,,94301
1/22/2016,60,89,0,8,Rain,94301
1/23/2016,55,81,0,5,,94301
1/24/2016,54,77,0,5,,94301
1/25/2016,54,81,0,3,,94301
1/26/2016,51,88,0,4,,94301
1/27/2016,54,82,0,4,,94301
1/28/2016,53,82,0,7,,94301
1/29/2016,62,83,0,7,Rain,94301
1/30/2016,56,68,0,4,,94301
1/31/2016,52,67,0,4,,94301
2/1/2016,50,52,0,0,,94301
2/2/2016,52,78,0,4,Rain,94301
2/3/2016,49,78,0,4,,94301
2/4/2016,54,70,0,4,,94301
2/5/2016,50,78,0,2,,94301
2/6/2016,54,77,0,1,,94301
2/7/2016,56,62,0,0,,94301
2/8/2016,60,58,0,0,,94301
2/9/2016,56,75,0,4,,94301
2/10/2016,56,77,0,3,,94301
2/11/2016,66,64,0,4,,94301
2/12/2016,59,72,0,4,,94301
2/13/2016,60,79,0,1,Fog,94301
2/14/2016,58,68,0,5,,94301
2/15/2016,64,59,0,0,,94301
2/16/2016,64,61,0,3,,94301
2/17/2016,62,59,0,6,Rain,94301
2/18/2016,58,60,0,4,,94301
2/19/2016,57,77,0,7,,94301
2/20/2016,54,77,0,5,,94301
2/21/2016,52,67,0,1,,94301
2/22/2016,55,75,0,2,Fog,94301
2/23/2016,56,50,0,1,,94301
2/24/2016,56,63,0,0,,94301
2/25/2016,58,70,0,1,,94301
2/26/2016,60,71,0,5,,94301
2/27/2016,60,70,0,2,,94301
2/28/2016,57,72,0,6,,94301
2/29/2016,61,76,0,3,Fog,94301
3/1/2016,58,66,0,1,,94301
3/2/2016,57,80,0,5,,94301
3/3/2016,62,78,0,7,,94301
3/4/2016,62,87,0,7,,94301
3/5/2016,62,88,0,8,Rain,94301
3/6/2016,62,52,0,6,Rain,94301
3/7/2016,60,65,0,6,Rain,94301
3/8/2016,55,59,0,5,,94301
3/9/2016,60,79,0,6,,94301
3/10/2016,66,69,0,7,Rain,94301
3/11/2016,58,78,0,7,Rain,94301
3/12/2016,56,76,0,8,Rain,94301
3/13/2016,58,94,0,8,Rain,94301
3/14/2016,58,66,0,4,,94301
3/15/2016,54,66,0,1,,94301
3/16/2016,56,64,0,1,,94301
3/17/2016,63,64,0,0,,94301
3/18/2016,58,82,0,6,,94301
3/19/2016,59,77,0,4,,94301
3/20/2016,60,79,0,6,,94301
3/21/2016,58,78,0,6,Rain,94301
3/22/2016,56,63,0,3,,94301
3/23/2016,56,67,0,3,,94301
3/24/2016,56,70,0,1,,94301
3/25/2016,58,69,0,2,,94301
3/26/2016,58,67,0,0,,94301
3/27/2016,59,65,0,3,,94301
3/28/2016,56,53,0,3,,94301
3/29/2016,55,50,0,1,,94301
3/30/2016,53,67,0,1,,94301
3/31/2016,54,73,0,3,,94301
4/1/2016,53,75,0,1,,94301
4/2/2016,61,76,0,4,,94301
4/3/2016,60,74,0,5,,94301
4/4/2016,60,66,0,2,,94301
4/5/2016,63,52,0,0,,94301
4/6/2016,68,54,0,2,,94301
4/7/2016,66,68,0,7,,94301
4/8/2016,62,82,0,8,Rain,94301
4/9/2016,60,92,0,8,Rain,94301
4/10/2016,58,87,0,8,Rain,94301
4/11/2016,62,75,0,5,,94301
4/12/2016,58,75,0,7,,94301
4/13/2016,60,62,0,2,,94301
4/14/2016,57,62,0,2,,94301
4/15/2016,58,53,0,0,,94301
4/16/2016,70,39,0,1,,94301
4/17/2016,70,53,0,0,,94301
4/18/2016,68,53,0,1,,94301
4/19/2016,66,49,0,4,,94301
4/20/2016,62,50,0,2,,94301
4/21/2016,66,71,0,6,,94301
4/22/2016,60,76,0,6,Rain,94301
4/23/2016,57,69,0,3,,94301
4/24/2016,60,62,0,5,,94301
4/25/2016,56,51,0,1,,94301
4/26/2016,55,66,0,3,,94301
4/27/2016,58,68,0,5,,94301
4/28/2016,62,62,0,0,,94301
4/29/2016,60,65,0,1,,94301
4/30/2016,66,38,0,0,,94301
5/1/2016,68,50,0,1,,94301
5/2/2016,63,74,0,3,,94301
5/3/2016,63,76,0,7,,94301
5/4/2016,62,74,0,8,,94301
5/5/2016,64,66,0,7,,94301
5/6/2016,60,78,0,7,Rain,94301
5/7/2016,62,76,0,8,,94301
5/8/2016,62,76,0,6,,94301
5/9/2016,63,72,0,4,,94301
5/10/2016,63,77,0,4,,94301
5/11/2016,62,76,0,4,,94301
5/12/2016,63,70,0,3,,94301
5/13/2016,66,60,0,5,,94301
5/14/2016,70,62,0,5,,94301
5/15/2016,65,66,0,3,,94301
5/16/2016,66,65,0,1,,94301
5/17/2016,73,47,0,0,,94301
5/18/2016,70,63,0,0,,94301
5/19/2016,64,54,0,4,,94301
5/20/2016,58,56,0,6,,94301
5/21/2016,64,62,0,6,,94301
5/22/2016,60,61,0,6,,94301
5/23/2016,65,56,0,4,,94301
5/24/2016,66,60,0,4,,94301
5/25/2016,64,66,0,3,,94301
5/26/2016,65,62,0,1,,94301
5/27/2016,65,66,0,1,,94301
5/28/2016,72,56,0,2,,94301
5/29/2016,67,68,0,1,,94301
5/30/2016,67,68,0,0,,94301
5/31/2016,70,63,0,1,,94301
6/1/2016,66,75,0,2,,94301
6/2/2016,69,70,0,3,,94301
6/3/2016,74,59,0,2,,94301
6/4/2016,70,70,0,5,,94301
6/5/2016,68,76,0,3,,94301
6/6/2016,64,77,0,2,,94301
6/7/2016,68,75,0,4,,94301
6/8/2016,70,66,0,5,,94301
6/9/2016,64,72,0,4,,94301
6/10/2016,66,55,0,2,,94301
6/11/2016,70,44,0,2,,94301
6/12/2016,68,62,0,0,,94301
6/13/2016,67,58,0,2,,94301
6/14/2016,62,55,0,2,,94301
6/15/2016,62,53,0,3,,94301
6/16/2016,66,55,0,2,,94301
6/17/2016,67,64,0,5,,94301
6/18/2016,67,52,0,1,,94301
6/19/2016,78,38,0,3,,94301
6/20/2016,68,61,0,1,,94301
6/21/2016,70,62,0,0,,94301
6/22/2016,65,66,0,0,,94301
6/23/2016,70,57,0,0,,94301
6/24/2016,68,69,0,1,,94301
6/25/2016,70,64,0,0,,94301
6/26/2016,68,69,0,1,,94301
6/27/2016,68,65,0,0,,94301
6/28/2016,70,68,0,0,,94301
6/29/2016,61,78,0,1,,94301
6/30/2016,68,72,0,2,,94301
7/1/2016,68,71,0,0,,94301
7/2/2016,66,73,0,1,,94301
7/3/2016,66,77,0,1,,94301
7/4/2016,68,75,0,2,,94301
7/5/2016,64,74,0,2,,94301
7/6/2016,64,69,0,1,,94301
7/7/2016,64,72,0,2,,94301
7/8/2016,66,74,0,1,,94301
7/9/2016,72,63,0,2,,94301
7/10/2016,68,53,0,0,,94301
7/11/2016,68,64,0,0,,94301
7/12/2016,67,66,0,0,,94301
7/13/2016,70,68,0,0,,94301
7/14/2016,68,70,0,0,,94301
7/15/2016,67,75,0,4,,94301
7/16/2016,68,70,0,1,,94301
7/17/2016,64,70,0,1,,94301
7/18/2016,64,69,0,3,,94301
7/19/2016,64,69,0,1,,94301
7/20/2016,64,69,0,0,,94301
7/21/2016,70,67,0,2,,94301
7/22/2016,65,71,0,0,,94301
7/23/2016,68,67,0,0,,94301
7/24/2016,67,72,0,0,,94301
7/25/2016,68,73,0,1,,94301
7/26/2016,70,60,0,1,,94301
7/27/2016,70,69,0,2,,94301
7/28/2016,68,77,0,3,,94301
7/29/2016,68,73,0,2,,94301
7/30/2016,68,80,0,2,,94301
7/31/2016,66,77,0,2,,94301
8/1/2016,68,74,0,2,,94301
8/2/2016,66,74,0,3,,94301
8/3/2016,68,76,0,1,,94301
8/4/2016,64,77,0,3,,94301
8/5/2016,66,73,0,2,,94301
8/6/2016,64,76,0,3,,94301
8/7/2016,62,71,0,1,,94301
8/8/2016,60,84,0,2,,94301
8/9/2016,68,71,0,2,,94301
8/10/2016,68,68,0,1,,94301
8/11/2016,68,74,0,2,,94301
8/12/2016,68,78,0,3,,94301
8/13/2016,68,72,0,2,,94301
8/14/2016,67,74,0,2,,94301
8/15/2016,65,76,0,3,,94301
8/16/2016,68,74,0,2,,94301
8/17/2016,68,75,0,2,,94301
8/18/2016,68,74,0,1,,94301
8/19/2016,68,76,0,3,,94301
8/20/2016,66,78,0,2,,94301
8/21/2016,66,77,0,3,,94301
8/22/2016,66,74,0,3,,94301
8/23/2016,68,80,0,0,,94301
8/24/2016,66,76,0,3,,94301
8/25/2016,72,75,0,3,,94301
8/26/2016,68,69,0,3,,94301
8/27/2016,68,70,0,3,,94301
8/28/2016,66,72,0,2,,94301
8/29/2016,66,70,0,4,,94301
8/30/2016,66,67,0,1,,94301
8/31/2016,67,73,0,1,,94301
9/1/2015,69,65,0,1,,94041
9/2/2015,69,65,0,2,,94041
9/3/2015,67,57,0,0,,94041
9/4/2015,65,55,0,0,,94041
9/5/2015,66,53,0,0,,94041
9/6/2015,71,39,0,0,,94041
9/7/2015,74,33,0,0,,94041
9/8/2015,78,31,0,0,,94041
9/9/2015,79,32,0,0,,94041
9/10/2015,78,45,0,0,,94041
9/11/2015,75,55,0,0,,94041
9/12/2015,70,66,0,2,,94041
9/13/2015,71,69,0,2,,94041
9/14/2015,67,74,0,1,,94041
9/15/2015,66,62,0,2,,94041
9/16/2015,64,59,0,4,,94041
9/17/2015,67,61,0,3,,94041
9/18/2015,68,61,0,0,,94041
9/19/2015,72,57,0,0,,94041
9/20/2015,77,40,0,0,,94041
9/21/2015,81,48,0,0,,94041
9/22/2015,65,74,0,3,,94041
9/23/2015,67,58,0,2,,94041
9/24/2015,75,51,0,0,,94041
9/25/2015,72,57,0,0,,94041
9/26/2015,69,66,0,0,,94041
9/27/2015,68,66,0,2,,94041
9/28/2015,66,76,0,4,,94041
9/29/2015,66,72,0,3,,94041
9/30/2015,63,78,0.01,2,Rain,94041
10/1/2015,68,70,0.01,3,,94041
10/2/2015,69,62,0,0,,94041
10/3/2015,66,66,0,1,,94041
10/4/2015,65,57,0,0,,94041
10/5/2015,66,60,0,0,,94041
10/6/2015,67,67,0,0,,94041
10/7/2015,70,65,0,3,,94041
10/8/2015,71,61,0,0,,94041
10/9/2015,71,61,0,0,,94041
10/10/2015,67,80,0,4,Fog,94041
10/11/2015,68,68,0,0,,94041
10/12/2015,71,67,0,0,,94041
10/13/2015,76,50,0,0,,94041
10/14/2015,71,62,0,0,,94041
10/15/2015,71,72,T,0,,94041
10/16/2015,70,72,T,4,Rain,94041
10/17/2015,68,71,0,6,,94041
10/18/2015,64,68,T,5,,94041
10/19/2015,66,74,T,4,,94041
10/20/2015,68,57,0,0,,94041
10/21/2015,68,57,0,0,,94041
10/22/2015,65,65,0,1,,94041
10/23/2015,65,67,0,0,,94041
10/24/2015,66,68,0,4,Fog,94041
10/25/2015,65,72,0,0,,94041
10/26/2015,66,72,0,3,Fog,94041
10/27/2015,63,72,0.03,2,Rain,94041
10/28/2015,64,79,0.01,2,,94041
10/29/2015,64,60,0,0,,94041
10/30/2015,66,54,0,0,,94041
10/31/2015,68,63,0,1,,94041
11/1/2015,64,77,0,4,,94041
11/2/2015,59,76,1.38,6,Rain,94041
11/3/2015,57,65,0,1,,94041
11/4/2015,57,53,0,0,,94041
11/5/2015,55,52,0,0,,94041
11/6/2015,56,59,0,0,,94041
11/7/2015,56,60,0,0,,94041
11/8/2015,54,74,0.01,4,Rain,94041
11/9/2015,53,80,0.33,5,Rain,94041
11/10/2015,52,71,0.02,1,,94041
11/11/2015,53,66,0,0,,94041
11/12/2015,53,65,0,0,,94041
11/13/2015,54,66,0,0,,94041
11/14/2015,53,72,0,0,,94041
11/15/2015,55,74,0.4,4,Rain,94041
11/16/2015,52,47,0,0,,94041
11/17/2015,54,72,0,0,,94041
11/18/2015,50,83,0,0,,94041
11/19/2015,60,68,0,0,,94041
11/20/2015,60,70,0,0,,94041
11/21/2015,59,72,0,0,,94041
11/22/2015,58,69,0,0,,94041
11/23/2015,52,82,0,3,,94041
11/24/2015,52,69,0.1,6,Rain,94041
11/25/2015,47,71,0.18,2,Rain,94041
11/26/2015,45,67,0,0,,94041
11/27/2015,47,47,0,0,,94041
11/28/2015,45,50,0,0,,94041
11/29/2015,45,58,0,0,,94041
11/30/2015,43,66,T,5,Rain,94041
12/1/2015,50,58,0,0,,94041
12/2/2015,50,65,0,3,,94041
12/3/2015,52,68,0.11,3,Rain,94041
12/4/2015,52,78,T,0,,94041
12/5/2015,48,77,0,0,,94041
12/6/2015,59,68,0,4,,94041
12/7/2015,55,90,0,5,Fog,94041
12/8/2015,56,86,0,5,,94041
12/9/2015,62,78,0,4,,94041
12/10/2015,57,76,0.19,6,Rain-Thunderstorm,94041
12/11/2015,52,72,0.09,2,Rain,94041
12/12/2015,50,76,0,2,,94041
12/13/2015,51,78,0.32,6,Rain,94041
12/14/2015,47,63,0,1,,94041
12/15/2015,48,57,0,0,,94041
12/16/2015,46,57,0,0,,94041
12/17/2015,48,72,0,1,,94041
12/18/2015,51,76,0.09,5,Rain,94041
12/19/2015,51,77,0.08,5,Rain,94041
12/20/2015,45,78,T,5,Rain,94041
12/21/2015,56,86,0.4,8,Rain,94041
12/22/2015,56,83,0.25,7,Rain,94041
12/23/2015,50,62,0,0,,94041
12/24/2015,46,84,0.27,5,Rain,94041
12/25/2015,44,71,0,0,,94041
12/26/2015,43,60,0,0,,94041
12/27/2015,38,67,0.03,3,Rain,94041
12/28/2015,43,81,0.1,5,Rain,94041
12/29/2015,45,65,0,0,,94041
12/30/2015,46,69,T,5,,94041
12/31/2015,46,62,0,1,,94041
1/1/2016,42,58,0,1,,94041
1/2/2016,47,63,0,5,,94041
1/3/2016,49,65,T,5,Rain,94041
1/4/2016,55,77,0.04,7,Rain,94041
1/5/2016,52,81,0.79,6,Rain,94041
1/6/2016,51,85,0.48,6,Rain-Thunderstorm,94041
1/7/2016,49,80,T,2,,94041
1/8/2016,47,82,T,4,,94041
1/9/2016,53,75,0.03,5,Rain,94041
1/10/2016,51,85,T,7,Rain,94041
1/11/2016,55,79,0.01,7,Rain,94041
1/12/2016,55,71,0,1,,94041
1/13/2016,53,71,0.05,4,Rain,94041
1/14/2016,51,73,0.02,4,Rain,94041
1/15/2016,56,64,0.17,4,Rain,94041
1/16/2016,58,84,0.06,6,Rain,94041
1/17/2016,59,86,0.3,6,Rain,94041
1/18/2016,59,80,0.65,5,Fog-Rain,94041
1/19/2016,58,83,0.57,6,Rain,94041
1/20/2016,54,80,0,3,,94041
1/21/2016,58,64,0,0,,94041
1/22/2016,59,75,0.11,7,Rain,94041
1/23/2016,53,74,0.12,4,Rain,94041
1/24/2016,51,77,0,3,,94041
1/25/2016,54,76,0,1,,94041
1/26/2016,54,77,0,1,,94041
1/27/2016,56,73,0,0,,94041
1/28/2016,53,74,0,3,,94041
1/29/2016,61,80,0.12,8,Rain,94041
1/30/2016,55,74,0.01,5,Rain,94041
1/31/2016,51,65,0.05,4,Rain,94041
2/1/2016,50,49,0,0,,94041
2/2/2016,50,73,0.06,4,Rain,94041
2/3/2016,48,76,T,3,Rain,94041
2/4/2016,53,72,0,1,,94041
2/5/2016,52,70,0,0,,94041
2/6/2016,54,72,0,0,,94041
2/7/2016,59,56,0,0,,94041
2/8/2016,62,60,0,0,,94041
2/9/2016,59,61,0,0,,94041
2/10/2016,59,67,0,0,,94041
2/11/2016,59,65,0,0,,94041
2/12/2016,59,74,0,1,,94041
2/13/2016,60,78,0,5,Fog,94041
2/14/2016,60,66,0,0,,94041
2/15/2016,67,56,0,0,,94041
2/16/2016,64,63,0,0,,94041
2/17/2016,60,59,0.26,4,Rain-Thunderstorm,94041
2/18/2016,57,57,0.06,3,Rain,94041
2/19/2016,55,69,0,5,,94041
2/20/2016,54,77,0,2,,94041
2/21/2016,54,65,0,0,,94041
2/22/2016,57,68,0,3,Fog,94041
2/23/2016,57,49,0,0,,94041
2/24/2016,59,50,0,0,,94041
2/25/2016,62,61,0,0,,94041
2/26/2016,60,64,0,3,,94041
2/27/2016,61,69,0,3,,94041
2/28/2016,58,67,0,1,,94041
2/29/2016,63,75,0,4,Fog,94041
3/1/2016,61,56,0,0,,94041
3/2/2016,61,71,0,1,,94041
3/3/2016,62,77,0.01,7,,94041
3/4/2016,63,78,0.18,6,Rain,94041
3/5/2016,60,83,1.06,7,Rain,94041
3/6/2016,55,68,0.69,4,Rain,94041
3/7/2016,53,73,0.29,6,Rain,94041
3/8/2016,51,72,0.02,4,Rain,94041
3/9/2016,61,70,0.05,6,Rain,94041
3/10/2016,61,68,0,4,Rain,94041
3/11/2016,57,70,0.35,7,Rain,94041
3/12/2016,54,73,0.03,7,Rain,94041
3/13/2016,58,86,0.33,8,Rain,94041
3/14/2016,56,68,0,3,,94041
3/15/2016,56,62,0,0,,94041
3/16/2016,58,58,0,0,,94041
3/17/2016,63,62,0,0,,94041
3/18/2016,59,80,0,3,,94041
3/19/2016,61,74,0,3,,94041
3/20/2016,63,69,T,5,,94041
3/21/2016,58,66,0.17,4,Rain,94041
3/22/2016,54,68,0.05,2,Rain,94041
3/23/2016,58,63,0,0,,94041
3/24/2016,57,68,0,0,,94041
3/25/2016,59,69,0,1,,94041
3/26/2016,59,64,0,0,,94041
3/27/2016,60,67,0,2,,94041
3/28/2016,55,49,T,1,Rain,94041
3/29/2016,54,54,0,0,,94041
3/30/2016,54,62,0,0,,94041
3/31/2016,58,66,0,3,,94041
4/1/2016,55,72,0,0,,94041
4/2/2016,60,71,0,3,,94041
4/3/2016,60,64,0,4,,94041
4/4/2016,61,62,0,1,,94041
4/5/2016,65,56,0,0,,94041
4/6/2016,71,48,0,0,,94041
4/7/2016,67,62,0,0,,94041
4/8/2016,62,79,0.36,7,Rain,94041
4/9/2016,61,86,0.31,8,Rain,94041
4/10/2016,57,83,0.26,8,Rain,94041
4/11/2016,60,74,0,7,,94041
4/12/2016,56,75,0,6,,94041
4/13/2016,58,63,0,1,,94041
4/14/2016,58,59,0.08,3,Rain,94041
4/15/2016,60,56,0,0,,94041
4/16/2016,65,48,0,0,,94041
4/17/2016,69,47,0,0,,94041
4/18/2016,70,47,0,0,,94041
4/19/2016,68,41,0,0,,94041
4/20/2016,63,51,0,0,,94041
4/21/2016,67,66,0,6,,94041
4/22/2016,59,67,0.35,6,Rain,94041
4/23/2016,59,67,0,1,,94041
4/24/2016,61,60,0,2,,94041
4/25/2016,58,49,0,0,,94041
4/26/2016,57,57,0,0,,94041
4/27/2016,56,60,0.05,4,,94041
4/28/2016,62,59,0,0,,94041
4/29/2016,61,63,0,0,,94041
4/30/2016,66,47,0,0,,94041
5/1/2016,69,45,0,0,,94041
5/2/2016,63,71,0,3,,94041
5/3/2016,64,67,0,4,,94041
5/4/2016,63,71,0,4,,94041
5/5/2016,64,61,0,6,,94041
5/6/2016,58,78,0.11,7,Rain,94041
5/7/2016,59,74,0.02,6,Rain,94041
5/8/2016,64,72,0,6,,94041
5/9/2016,63,72,0,5,,94041
5/10/2016,64,72,0,4,,94041
5/11/2016,63,73,0,3,,94041
5/12/2016,62,72,0,4,,94041
5/13/2016,62,68,0,5,,94041
5/14/2016,63,66,0,4,,94041
5/15/2016,65,65,0,3,,94041
5/16/2016,65,65,0,1,,94041
5/17/2016,73,51,0,0,,94041
5/18/2016,71,57,0,0,,94041
5/19/2016,64,58,0,0,,94041
5/20/2016,59,55,0,3,,94041
5/21/2016,59,60,T,5,Rain,94041
5/22/2016,58,62,0,4,,94041
5/23/2016,61,64,0,1,,94041
5/24/2016,63,61,0,5,,94041
5/25/2016,64,61,0,3,,94041
5/26/2016,64,62,0,1,,94041
5/27/2016,65,68,0,0,,94041
5/28/2016,72,54,0,0,,94041
5/29/2016,68,63,0,0,,94041
5/30/2016,66,67,0,0,,94041
5/31/2016,71,64,0,2,,94041
6/1/2016,68,68,0,0,,94041
6/2/2016,71,59,0,3,,94041
6/3/2016,76,51,0,0,,94041
6/4/2016,73,65,0,0,,94041
6/5/2016,71,64,0,4,,94041
6/6/2016,66,72,0,4,,94041
6/7/2016,68,71,0,5,,94041
6/8/2016,66,69,0,3,,94041
6/9/2016,64,69,0,3,,94041
6/10/2016,65,56,0,0,,94041
6/11/2016,69,52,0,0,,94041
6/12/2016,69,62,0,0,,94041
6/13/2016,66,62,0,1,,94041
6/14/2016,64,49,0,0,,94041
6/15/2016,61,50,0,1,,94041
6/16/2016,65,55,0,1,,94041
6/17/2016,69,62,T,4,Rain,94041
6/18/2016,67,53,0,0,,94041
6/19/2016,73,48,0,0,,94041
6/20/2016,69,54,0,0,,94041
6/21/2016,72,53,0,0,,94041
6/22/2016,65,68,0,0,,94041
6/23/2016,68,61,0,0,,94041
6/24/2016,68,66,0,2,,94041
6/25/2016,73,56,0,0,,94041
6/26/2016,71,58,0,0,,94041
6/27/2016,70,60,0,0,,94041
6/28/2016,68,61,0,0,,94041
6/29/2016,63,73,0,3,,94041
