PDT,Mean TemperatureF, Mean Humidity,PrecipitationIn, CloudCover, Events,Zip
8/11/2014,69,69,0,3,,94041
8/12/2014,68,67,0,1,,94041
8/13/2014,69,69,0,3,,94041
8/14/2014,69,74,0,2,,94041
8/15/2014,69,72,0,2,,94041
8/16/2014,69,72,0,4,,94041
8/17/2014,67,76,0,4,,94041
8/18/2014,67,73,0,4,,94041
8/19/2014,71,67,0,4,,94041
8/20/2014,70,65,0,2,,94041
8/21/2014,69,72,0,0,,94041
8/22/2014,71,69,0,2,,94041
8/23/2014,69,65,0,3,,94041
8/24/2014,69,69,0,3,,94041
8/25/2014,68,64,0,2,,94041
8/26/2014,67,67,0,1,,94041
8/27/2014,70,65,0,0,,94041
8/28/2014,70,68,0,2,,94041
8/29/2014,71,73,0,3,,94041
8/30/2014,71,66,0,0,,94041
8/31/2014,69,69,0,0,,94041
3/1/2014,59,73,0.21,5,Rain,95113
3/2/2014,57,71,0.02,5,Rain,95113
3/3/2014,56,82,0.17,6,Rain,95113
3/4/2014,61,78,0,7,,95113
3/5/2014,63,72,T,7,,95113
3/6/2014,60,69,0.02,6,Rain,95113
3/7/2014,58,68,0,3,,95113
3/8/2014,60,63,0,4,,95113
3/9/2014,69,46,0,5,,95113
3/10/2014,62,63,0.01,4,Rain,95113
3/11/2014,63,42,0,1,,95113
3/12/2014,64,26,0,0,,95113
3/13/2014,62,42,0,0,,95113
3/14/2014,58,56,0,2,,95113
3/15/2014,64,56,0,0,,95113
3/16/2014,65,51,0,2,,95113
3/17/2014,59,62,0,3,,95113
3/18/2014,58,52,0,0,,95113
3/19/2014,61,43,0,3,,95113
3/20/2014,62,50,0,4,,95113
3/21/2014,58,62,T,2,,95113
3/22/2014,59,62,0,1,,95113
3/23/2014,58,65,0,3,,95113
3/24/2014,61,54,0,0,,95113
3/25/2014,56,66,0.08,4,Rain,95113
3/26/2014,57,70,0.08,5,Rain,95113
3/27/2014,56,71,0,5,,95113
3/28/2014,61,65,0,5,,95113
3/29/2014,57,82,0.33,6,Rain,95113
3/30/2014,55,71,0.01,5,Rain,95113
3/31/2014,50,76,0.42,5,Rain,95113
4/1/2014,50,80,0.29,6,Rain,95113
4/2/2014,52,73,0.01,2,,95113
4/3/2014,55,66,0,4,,95113
4/4/2014,55,69,0.09,6,Rain,95113
4/5/2014,59,64,0,3,,95113
4/6/2014,61,65,0,2,,95113
4/7/2014,68,59,0,0,,95113
4/8/2014,72,54,0,4,,95113
4/9/2014,65,64,0,4,,95113
4/10/2014,66,60,0,5,,95113
4/11/2014,62,75,0,6,,95113
4/12/2014,62,59,0,4,,95113
4/13/2014,65,61,0,3,,95113
4/14/2014,64,57,0,2,,95113
4/15/2014,59,68,0,3,,95113
4/16/2014,64,58,0,2,,95113
4/17/2014,63,66,0,3,,95113
4/18/2014,61,64,0,2,,95113
4/19/2014,60,60,0,2,,95113
4/20/2014,65,55,0,1,,95113
4/21/2014,62,53,0,5,,95113
4/22/2014,58,54,T,4,,95113
4/23/2014,57,59,0,3,,95113
4/24/2014,59,66,T,5,Rain,95113
4/25/2014,56,77,0.25,7,Rain,95113
4/26/2014,55,62,0,6,,95113
4/27/2014,59,60,0,5,,95113
4/28/2014,60,55,0,1,,95113
4/29/2014,67,48,0,3,,95113
4/30/2014,76,43,0,3,,95113
5/1/2014,75,41,0,3,,95113
5/2/2014,69,53,0,4,,95113
5/3/2014,62,69,0,4,,95113
5/4/2014,62,65,0,4,,95113
5/5/2014,60,60,0,4,,95113
5/6/2014,61,52,0,1,,95113
5/7/2014,59,60,0,4,,95113
5/8/2014,60,65,T,6,Rain,95113
5/9/2014,62,64,0,5,,95113
5/10/2014,60,55,0,1,,95113
5/11/2014,63,49,0,1,,95113
5/12/2014,68,36,0,2,,95113
5/13/2014,75,32,0,0,,95113
5/14/2014,76,32,0,2,,95113
5/15/2014,74,29,0,4,,95113
5/16/2014,67,59,0,4,,95113
5/17/2014,63,65,0,4,,95113
5/18/2014,64,60,0,2,,95113
5/19/2014,61,59,0,5,,95113
5/20/2014,63,61,0,5,,95113
5/21/2014,66,63,0,3,,95113
5/22/2014,66,63,0,5,,95113
5/23/2014,66,70,0,5,,95113
5/24/2014,65,70,0,2,,95113
5/25/2014,69,55,0,1,,95113
5/26/2014,68,55,0,0,,95113
5/27/2014,63,59,0,0,,95113
5/28/2014,64,49,0,0,,95113
5/29/2014,68,44,0,1,,95113
5/30/2014,61,69,0,2,,95113
5/31/2014,66,58,0,3,,95113
6/1/2014,66,61,0,1,,95113
6/2/2014,63,67,0,1,,95113
6/3/2014,66,58,0,1,,95113
6/4/2014,66,65,0,1,,95113
6/5/2014,68,64,0,1,,95113
6/6/2014,65,64,0,0,,95113
6/7/2014,66,66,0,1,,95113
6/8/2014,75,55,0,0,,95113
6/9/2014,76,61,0,0,,95113
6/10/2014,67,70,0,0,,95113
6/11/2014,68,60,0,1,,95113
6/12/2014,65,62,0,3,,95113
6/13/2014,66,54,0,0,,95113
6/14/2014,72,48,0,2,,95113
6/15/2014,64,61,0,4,,95113
6/16/2014,62,58,0,1,,95113
6/17/2014,65,54,0,1,,95113
6/18/2014,71,43,0,0,,95113
6/19/2014,66,62,0,1,,95113
6/20/2014,70,55,0,4,,95113
6/21/2014,63,61,0,3,,95113
6/22/2014,64,62,0,1,,95113
6/23/2014,66,62,0,3,,95113
6/24/2014,66,57,0,1,,95113
6/25/2014,66,72,0,4,,95113
6/26/2014,69,64,0.01,4,,95113
6/27/2014,69,69,0,3,,95113
6/28/2014,68,61,0,1,,95113
6/29/2014,72,56,0,0,,95113
6/30/2014,77,54,0,4,,95113
7/1/2014,68,66,0,1,,95113
7/2/2014,69,64,0,2,,95113
7/3/2014,69,68,0,0,,95113
7/4/2014,69,65,0,0,,95113
7/5/2014,70,60,0,2,,95113
7/6/2014,70,64,0,1,,95113
7/7/2014,71,66,0,4,,95113
7/8/2014,70,65,0,2,,95113
7/9/2014,69,65,0,0,,95113
7/10/2014,69,66,0,1,,95113
7/11/2014,68,64,0,2,,95113
7/12/2014,66,69,0,4,,95113
7/13/2014,68,69,0,5,,95113
7/14/2014,74,63,0,3,,95113
7/15/2014,72,72,T,4,,95113
7/16/2014,73,67,0,3,,95113
7/17/2014,69,67,0,1,,95113
7/18/2014,69,69,0,3,,95113
7/19/2014,70,67,T,5,,95113
7/20/2014,71,71,0,5,,95113
7/21/2014,71,63,0,3,,95113
7/22/2014,71,66,T,4,Rain,95113
7/23/2014,69,65,0,2,,95113
7/24/2014,72,65,0,1,,95113
7/25/2014,78,48,0,1,,95113
7/26/2014,75,59,0,2,,95113
7/27/2014,74,62,0,3,,95113
7/28/2014,71,68,0,4,,95113
7/29/2014,73,65,0,1,,95113
7/30/2014,72,74,0,2,,95113
7/31/2014,71,74,0,4,,95113
8/1/2014,71,73,0,2,,95113
8/2/2014,68,79,0,4,,95113
8/3/2014,66,75,0,6,,95113
8/4/2014,69,66,0,5,,95113
8/5/2014,71,67,0,5,,95113
8/6/2014,74,65,T,4,,95113
8/7/2014,70,69,0,3,,95113
8/8/2014,69,65,0,3,,95113
8/9/2014,67,70,0,2,,95113
8/10/2014,70,62,0,5,,95113
8/11/2014,69,68,0,1,,95113
8/12/2014,69,61,0,3,,95113
8/13/2014,71,63,0,3,,95113
8/14/2014,70,68,0,3,,95113
8/15/2014,69,63,0,1,,95113
8/16/2014,70,68,0,3,,95113
8/17/2014,68,72,0,3,,95113
8/18/2014,68,72,0,4,,95113
8/19/2014,70,66,0,5,,95113
8/20/2014,71,60,0,3,,95113
8/21/2014,70,65,0,0,,95113
8/22/2014,71,64,0,1,,95113
8/23/2014,70,63,0,3,,95113
8/24/2014,68,67,0,2,,95113
8/25/2014,68,66,0,3,,95113
8/26/2014,67,63,0,1,,95113
8/27/2014,72,60,0,0,,95113
8/28/2014,71,66,0,2,,95113
8/29/2014,72,65,0,6,,95113
8/30/2014,74,62,0,1,,95113
8/31/2014,70,66,0,0,,95113
